position_ss,lastname,firstname,nationality,age,dob,wst_rider_id,fis_code,number_of_results_ss,points_ss,concat_id,gender,created_at,updated_at
190,Teixeira,Augustinho,BRA,,,99140,,3 / (12),198.57,augustinhoteixeirabra,m,11/21/20 8:22,11/21/20 8:22
191,Kaku,Shusei,JPN,,,98217,,3 / (3),198.25,shuseikakujpn,m,11/21/20 8:22,11/21/20 8:22
192,Gray,Nathan,FRA,19,11/28/00 0:00,87096,9220049,3 / (8),196.45,nathangrayfra,m,11/21/20 8:22,11/21/20 8:22
193,Maffei,Alberto,ITA,25,5/11/95 0:00,80676,9290315,3 / (4),195.8,albertomaffeiita,m,11/21/20 8:22,11/21/20 8:22
194,Suzuki,Atsuhiro,JPN,,,81739,9300782,3 / (3),195.47,atsuhirosuzukijpn,m,11/21/20 8:22,11/21/20 8:22
195,Denda,Jeremy,SUI,,,89233,9510488,3 / (4),194.94,jeremydendasui,m,11/21/20 8:22,11/21/20 8:22
196,Stang,Karis,USA,,,96948,,3 / (8),193.36,karisstangusa,m,11/21/20 8:22,11/21/20 8:22
197,Brcic,Dante,CRO,,,91715,9380038,3 / (13),192.27,dantebrciccro,m,11/21/20 8:22,11/21/20 8:22
198,Thelen,Axel,FIN,23,11/15/97 0:00,90978,9180154,2 / (2),191.99,axelthelenfin,m,11/21/20 8:22,11/21/20 8:22
199,Vo,Ryan,CAN,16,2/27/04 0:00,96224,9101134,3 / (6),190.19,ryanvocan,m,11/21/20 8:22,11/21/20 8:22
200,Almqvist,Gabriel,SWE,,,84586,9500158,3 / (7),189.93,gabrielalmqvistswe,m,11/21/20 8:22,11/21/20 8:22
201,Freitas,Jaden,USA,16,7/20/04 0:00,98018,,3 / (6),189.34,jadenfreitasusa,m,11/21/20 8:22,11/21/20 8:22
202,Frey,Leopold,GER,,,97271,,3 / (5),188.83,leopoldfreyger,m,11/21/20 8:22,11/21/20 8:22
203,Schwan,Philip,GER,20,9/22/00 0:00,92396,9510433,3 / (6),188.37,philipschwanger,m,11/21/20 8:22,11/21/20 8:22
204,Schmitt,Matias,ARG,,,85559,9030045,3 / (4),187.09,matiasschmittarg,m,11/21/20 8:22,11/21/20 8:22
205,Briggs,Lucas,CAN,16,8/2/04 0:00,96229,9101108,3 / (7),183.54,lucasbriggscan,m,11/21/20 8:22,11/21/20 8:22
206,Irarrazaval,Inaqui,CHI,28,1/1/92 0:00,78005,9110006,3 / (4),183.53,inaquiirarrazavalchi,m,11/21/20 8:22,11/21/20 8:22
207,Zulian,Emil,ITA,23,8/22/97 0:00,76950,9290265,3 / (4),182.05,emilzulianita,m,11/21/20 8:22,11/21/20 8:22
208,Fairgrieve-Park,Kalin,CAN,20,4/5/00 0:00,91778,9100868,3 / (5),181.55,kalinfairgrieve-parkcan,m,11/21/20 8:22,11/21/20 8:22
209,Castro,Jaime,ESP,,,94513,9490217,3 / (7),181.36,jaimecastroesp,m,11/21/20 8:22,11/21/20 8:22
210,Valles,Cole,USA,,,95414,9531341,3 / (7),181.1,colevallesusa,m,11/21/20 8:22,11/21/20 8:22
211,Karhila,Roni,FIN,,,95037,9180194,3 / (5),180.3,ronikarhilafin,m,11/21/20 8:22,11/21/20 8:22
212,Morauskas,Motiejus,LTU,,,88728,1783066,3 / (11),179.64,motiejusmorauskasltu,m,11/21/20 8:22,11/21/20 8:22
213,Oliver,Lenny,FRA,,,91235,9190470,3 / (6),179.26,lennyoliverfra,m,11/21/20 8:22,11/21/20 8:22
214,Petrick,Ryder,CAN,19,3/11/01 0:00,91460,9101032,3 / (6),178.83,ryderpetrickcan,m,11/21/20 8:22,11/21/20 8:22
215,Tyler,Hayden,USA,,,96979,,3 / (6),178.77,haydentylerusa,m,11/21/20 8:22,11/21/20 8:22
216,Ironside,Glen,GBR,21,6/13/99 0:00,88103,9220050,3 / (10),178.76,glenironsidegbr,m,11/21/20 8:22,11/21/20 8:22
217,Merken,Julien,FRA,,,99265,,3 / (4),177.83,julienmerkenfra,m,11/21/20 8:22,11/21/20 8:22
218,Liviero,Nicola,ITA,21,4/23/99 0:00,86560,9290314,3 / (6),176.8,nicolalivieroita,m,11/21/20 8:22,11/21/20 8:22
219,Framarin,Leo,ITA,,,86566,9290402,3 / (6),175.45,leoframarinita,m,11/21/20 8:22,11/21/20 8:22
220,van Hoeij,Dylan,BEL,16,11/26/03 0:00,92576,9060023,3 / (5),173.75,dylanvan hoeijbel,m,11/21/20 8:22,11/21/20 8:22
221,CHIARADIO DE LA IGLESIA,Federico,ARG,,,86254,9030049,3 / (6),173.69,federicochiaradio de la iglesiaarg,m,11/21/20 8:22,11/21/20 8:22
222,Kristjansson,Egill Gunnar,ISL,,,95745,9250004,3 / (6),171.23,egill gunnarkristjanssonisl,m,11/21/20 8:22,11/21/20 8:22
223,Lee,Dongheon,KOR,,,100181,,3 / (6),171.09,dongheonleekor,m,11/21/20 8:22,11/21/20 8:22
224,Knop,Kamil,POL,,,97423,9430166,3 / (4),170.34,kamilknoppol,m,11/21/20 8:22,11/21/20 8:22
225,Landmark,Jesper,SWE,21,1/4/99 0:00,77181,9500137,3 / (8),170.29,jesperlandmarkswe,m,11/21/20 8:22,11/21/20 8:22
226,Fenning,Lenny,GBR,,,96540,,3 / (8),170.2,lennyfenninggbr,m,11/21/20 8:22,11/21/20 8:22
227,Durand,Alois,GER,16,12/2/03 0:00,91590,9200184,3 / (4),170.16,aloisdurandger,m,11/21/20 8:22,11/21/20 8:22
228,Ethier,Laurent,CAN,41,5/21/79 0:00,95474,,3 / (6),169.72,laurentethiercan,m,11/21/20 8:22,11/21/20 8:22
229,Widnig,Felix,AUT,29,1/6/91 0:00,90294,9050107,3 / (4),169.14,felixwidnigaut,m,11/21/20 8:22,11/21/20 8:22
230,Tessand,Jakob,NOR,,,96483,,3 / (3),168.8,jakobtessandnor,m,11/21/20 8:22,11/21/20 8:22
231,Brune Olsen,Anders Johannes,NOR,,,98565,,3 / (4),168.48,anders johannesbrune olsennor,m,11/21/20 8:22,11/21/20 8:22
232,Murphy,Keyser,USA,,,97740,9531476,3 / (5),168.22,keysermurphyusa,m,11/21/20 8:22,11/21/20 8:22
233,Morii,Miruki,JPN,,,95018,9300944,3 / (4),167.99,mirukimoriijpn,m,11/21/20 8:22,11/21/20 8:22
234,Hrstka,Ladislav,CZE,19,11/14/01 0:00,81043,9150165,3 / (9),167.91,ladislavhrstkacze,m,11/21/20 8:22,11/21/20 8:22
235,Saijo,Kazuki,JPN,,,93680,9300807,3 / (4),167.11,kazukisaijojpn,m,11/21/20 8:22,11/21/20 8:22
236,Lovelock,Zephyr,NZL,,,97602,,3 / (3),166.83,zephyrlovelocknzl,m,11/21/20 8:22,11/21/20 8:22
237,Fantuz,Dawson,CAN,17,7/26/03 0:00,96214,9101078,3 / (7),166.47,dawsonfantuzcan,m,11/21/20 8:22,11/21/20 8:22
238,Kaku,Yusei,JPN,,,98221,9300925,3 / (4),166.28,yuseikakujpn,m,11/21/20 8:22,11/21/20 8:22
239,Lauffer,Logan,USA,18,1/24/02 0:00,97567,9531410,3 / (6),166.22,loganlaufferusa,m,11/21/20 8:22,11/21/20 8:22
240,Tsuji,Haruhi,JPN,,,96829,9300947,3 / (3),162.53,haruhitsujijpn,m,11/21/20 8:22,11/21/20 8:22
241,Anishchanka,Pavel,BLR,,,90008,1664924,3 / (5),161.47,pavelanishchankablr,m,11/21/20 8:22,11/21/20 8:22
242,Rice,Brian,USA,,,98906,,3 / (7),160.66,brianriceusa,m,11/21/20 8:22,11/21/20 8:22
243,Tokarczyk,Piotr,POL,29,7/11/91 0:00,78786,9430115,3 / (4),159.78,piotrtokarczykpol,m,11/21/20 8:22,11/21/20 8:22
244,Keuling,Brendan,CAN,18,9/22/02 0:00,91326,9101177,3 / (6),159.6,brendankeulingcan,m,11/21/20 8:22,11/21/20 8:22
245,Klundt,Carson,USA,,,99251,,3 / (8),159.38,carsonklundtusa,m,11/21/20 8:22,11/21/20 8:22
246,Negishi,Ukyo,JPN,,,96737,9300972,3 / (3),159.37,ukyonegishijpn,m,11/21/20 8:22,11/21/20 8:22
247,Finnemore,Samuel,NZL,,,97596,,3 / (4),158.11,samuelfinnemorenzl,m,11/21/20 8:22,11/21/20 8:22
248,Ershov,Petr,RUS,,,94835,,3 / (6),157.04,petrershovrus,m,11/21/20 8:22,11/21/20 8:22
249,Hauschildt,Kian Christopher,BRA,,,99305,,3 / (6),156.68,kian christopherhauschildtbra,m,11/21/20 8:22,11/21/20 8:22
250,Kauranen,Mitja,FIN,,,93243,,3 / (5),156.47,mitjakauranenfin,m,11/21/20 8:22,11/21/20 8:22
251,Little,Alec,USA,,,91676,9531203,3 / (4),156.21,aleclittleusa,m,11/21/20 8:22,11/21/20 8:22
252,Nunez,Jascha,AUT,,,100457,,3 / (10),156.05,jaschanunezaut,m,11/21/20 8:22,11/21/20 8:22
253,Reeves,Joshua,CAN,,,96695,,2 / (2),155.24,joshuareevescan,m,11/21/20 8:22,11/21/20 8:22
254,Bouchard,Eli,CAN,12,12/12/07 0:00,96624,,3 / (4),154.64,elibouchardcan,m,11/21/20 8:22,11/21/20 8:22
255,Scherrer,Ian,CAN,19,2/27/01 0:00,96220,,3 / (5),154.58,ianscherrercan,m,11/21/20 8:22,11/21/20 8:22
256,Rodriguez,Lukas,ESP,,,97669,9490234,3 / (10),154.5,lukasrodriguezesp,m,11/21/20 8:22,11/21/20 8:22
257,Aalto,Roni,FIN,,,96435,,3 / (5),153.58,roniaaltofin,m,11/21/20 8:22,11/21/20 8:22
258,Klein,Oskar,CAN,19,8/16/01 0:00,88085,9100871,3 / (5),153.22,oskarkleincan,m,11/21/20 8:22,11/21/20 8:22
259,Canniccioni,Julien,CAN,17,1/28/03 0:00,96657,9101031,3 / (5),153.19,juliencanniccionican,m,11/21/20 8:22,11/21/20 8:22
260,Cantelon,Jonah,CAN,,,99402,,3 / (7),152.94,jonahcanteloncan,m,11/21/20 8:22,11/21/20 8:22
261,Bucher,Jeremy,SUI,,,92981,9510487,3 / (4),152.87,jeremybuchersui,m,11/21/20 8:22,11/21/20 8:22
262,Abe,Jinichiro,JPN,,,96863,9300854,3 / (3),152.8,jinichiroabejpn,m,11/21/20 8:22,11/21/20 8:22
263,Matteoli,Ian,ITA,,,87524,,3 / (4),152.61,ianmatteoliita,m,11/21/20 8:22,11/21/20 8:22
264,Cornillat,Lucas,FRA,,,95768,9190465,3 / (11),152.08,lucascornillatfra,m,11/21/20 8:22,11/21/20 8:22
265,Schipani,Dante,USA,,,97781,9531471,3 / (3),151.23,danteschipaniusa,m,11/21/20 8:22,11/21/20 8:22
266,Obata,Kaishi,JPN,,,93043,9300909,3 / (5),150.89,kaishiobatajpn,m,11/21/20 8:22,11/21/20 8:22
267,Kimura,Kira,JPN,,,98184,,3 / (3),150.79,kirakimurajpn,m,11/21/20 8:22,11/21/20 8:22
268,Holtzapfel,Casper,NED,,,92431,9400070,3 / (4),150.44,casperholtzapfelned,m,11/21/20 8:22,11/21/20 8:22
269,Lunn,Tobias,NOR,,,96211,,3 / (4),150.15,tobiaslunnnor,m,11/21/20 8:22,11/21/20 8:22
270,Amsuess,Moritz,AUT,22,11/15/98 0:00,87375,9050254,2 / (2),148.97,moritzamsuessaut,m,11/21/20 8:22,11/21/20 8:22
271,Rygh,Vetle,NOR,,,97691,,3 / (4),148.91,vetleryghnor,m,11/21/20 8:22,11/21/20 8:22
272,Ganserer,Jakob,GER,,,98010,,3 / (5),148.17,jakobgansererger,m,11/21/20 8:22,11/21/20 8:22
273,Bastiaansen,Erik,NED,22,2/23/98 0:00,86114,9400045,2 / (2),147.82,erikbastiaansenned,m,11/21/20 8:22,11/21/20 8:22
274,Owczarek,Krzysztof,POL,,,98408,9430170,3 / (7),147.06,krzysztofowczarekpol,m,11/21/20 8:22,11/21/20 8:22
275,Behensky,Lukas,AUT,,,97666,,3 / (6),146.78,lukasbehenskyaut,m,11/21/20 8:22,11/21/20 8:22
276,Lamoureux,Mathis,CAN,,,97932,,3 / (6),146.71,mathislamoureuxcan,m,11/21/20 8:22,11/21/20 8:22
277,Burns,Owen,CAN,17,5/11/03 0:00,92619,9101056,3 / (6),146.1,owenburnscan,m,11/21/20 8:22,11/21/20 8:22
278,Bidegain,Pedro,ARG,,,90582,9030063,3 / (8),145.27,pedrobidegainarg,m,11/21/20 8:22,11/21/20 8:22
279,Poulin,Patrice,CAN,20,12/12/99 0:00,92947,9100986,2 / (2),145.25,patricepoulincan,m,11/21/20 8:22,11/21/20 8:22
280,Foy,Rakim,NED,18,2/13/02 0:00,92826,9400080,3 / (5),144.94,rakimfoyned,m,11/21/20 8:22,11/21/20 8:22
281,Pauli,Stan,NED,18,10/5/02 0:00,92814,9400090,3 / (5),144.81,stanpaulined,m,11/21/20 8:22,11/21/20 8:22
282,Sandblom,Shayne,USA,,,97832,9531481,3 / (6),144.5,shaynesandblomusa,m,11/21/20 8:22,11/21/20 8:22
283,Waite,Harrison,GBR,,,94219,9220112,3 / (3),144.37,harrisonwaitegbr,m,11/21/20 8:22,11/21/20 8:22
284,Berger,Liam,CAN,,,97992,,3 / (6),143.13,liambergercan,m,11/21/20 8:22,11/21/20 8:22
285,Merimee Mantovani,Luca,FRA,,,92793,,3 / (7),143.11,lucamerimee mantovanifra,m,11/21/20 8:22,11/21/20 8:22
286,Shirakawa,Mafuyu,JPN,,,81765,9300775,3 / (4),143.09,mafuyushirakawajpn,m,11/21/20 8:22,11/21/20 8:22
287,Wijnstra,Thom,NED,,,100225,,3 / (5),142.86,thomwijnstraned,m,11/21/20 8:22,11/21/20 8:22
288,Abozovik,Nikita,RUS,,,97494,9480695,3 / (7),142.81,nikitaabozovikrus,m,11/21/20 8:22,11/21/20 8:22
289,Eibl,Maxwell,CAN,16,9/24/04 0:00,97856,9101223,3 / (6),142.6,maxwelleiblcan,m,11/21/20 8:22,11/21/20 8:22
290,Hoffman,Chris,USA,,,97650,,3 / (3),141.25,chrishoffmanusa,m,11/21/20 8:22,11/21/20 8:22
291,Jaromin,Jan,POL,18,12/5/01 0:00,90873,9430152,3 / (5),140.69,janjarominpol,m,11/21/20 8:22,11/21/20 8:22
292,Colebrook,Aidan,CAN,,,97034,,3 / (5),140.63,aidancolebrookcan,m,11/21/20 8:22,11/21/20 8:22
293,Cavanagh,Connor,USA,,,98883,,3 / (4),140.28,connorcavanaghusa,m,11/21/20 8:22,11/21/20 8:22
294,Holzinger,Dominik,AUT,,,97724,9050175,3 / (7),137.98,dominikholzingeraut,m,11/21/20 8:22,11/21/20 8:22
295,Allemand,Romain,FRA,,,96542,,3 / (4),137.35,romainallemandfra,m,11/21/20 8:22,11/21/20 8:22
296,Zawalykut,Riley,CAN,,,97954,,3 / (5),136.84,rileyzawalykutcan,m,11/21/20 8:22,11/21/20 8:22
297,Almqvist,William,SWE,,,84585,9500159,3 / (4),136.68,williamalmqvistswe,m,11/21/20 8:22,11/21/20 8:22
298,Tarakanov,Igor,RUS,,,97662,,3 / (7),136.39,igortarakanovrus,m,11/21/20 8:22,11/21/20 8:22
299,Bosch,Anthon,RSA,24,4/16/96 0:00,84589,9500128,3 / (6),135.28,anthonboschrsa,m,11/21/20 8:22,11/21/20 8:22
300,Leleu,Martin,FRA,,,98129,9190535,3 / (6),135.25,martinleleufra,m,11/21/20 8:22,11/21/20 8:22
301,Mork Danielsen,Jonas,NOR,,,98372,,3 / (4),134.68,jonasmork danielsennor,m,11/21/20 8:22,11/21/20 8:22
302,Prentice,Raymond,GBR,,,92571,9220102,3 / (3),134.68,raymondprenticegbr,m,11/21/20 8:22,11/21/20 8:22
303,Dibben,Jace,CAN,19,1/1/01 0:00,92677,9101142,3 / (3),134.47,jacedibbencan,m,11/21/20 8:22,11/21/20 8:22
304,Kuhar,Ozbe,SLO,,,96454,9560220,3 / (3),134.18,ozbekuharslo,m,11/21/20 8:22,11/21/20 8:22
305,Toledo,Antoni,ESP,,,97866,9490230,3 / (10),133.54,antonitoledoesp,m,11/21/20 8:22,11/21/20 8:22
306,Mortenson,Jared,USA,,,98026,,3 / (6),133.52,jaredmortensonusa,m,11/21/20 8:22,11/21/20 8:22
307,Grassis,Marcello,ITA,,,92589,,3 / (5),132.61,marcellograssisita,m,11/21/20 8:22,11/21/20 8:22
308,Ju,Sikyung,KOR,,,97863,9320200,3 / (7),132.37,sikyungjukor,m,11/21/20 8:22,11/21/20 8:22
309,Goebel,Ethen,USA,,,96977,,3 / (3),132.36,ethengoebelusa,m,11/21/20 8:22,11/21/20 8:22
310,Valjus,Antti,FIN,,,93252,9180191,2 / (2),131.57,anttivaljusfin,m,11/21/20 8:22,11/21/20 8:22
311,Frischhut,Paul,AUT,,,95051,,3 / (6),131.43,paulfrischhutaut,m,11/21/20 8:22,11/21/20 8:22
312,Fasola,Manuel,ARG,,,99139,9030146,3 / (7),131.06,manuelfasolaarg,m,11/21/20 8:22,11/21/20 8:22
313,Kronlund,Stian,NOR,18,12/25/01 0:00,93191,,3 / (4),130.72,stiankronlundnor,m,11/21/20 8:22,11/21/20 8:22
314,Svendsen Tessan,Jakob,NOR,,,100519,,2 / (2),130.64,jakobsvendsen tessannor,m,11/21/20 8:22,11/21/20 8:22
315,Sukke,Niklas,NOR,,,99329,,3 / (5),129.99,niklassukkenor,m,11/21/20 8:22,11/21/20 8:22
316,Coyne,Jack,USA,18,1/17/02 0:00,90779,9531302,2 / (2),129.79,jackcoyneusa,m,11/21/20 8:22,11/21/20 8:22
317,Deutinger,Maximilian,AUT,,,89417,9050261,3 / (8),129.44,maximiliandeutingeraut,m,11/21/20 8:22,11/21/20 8:22
318,Fornes,Anders,NOR,,,94625,9420167,3 / (4),129.03,andersfornesnor,m,11/21/20 8:22,11/21/20 8:22
319,Ayoubi,Hudson,AUS,,,90538,,3 / (4),128.81,hudsonayoubiaus,m,11/21/20 8:22,11/21/20 8:22
320,Wikohika,Tui,NZL,,,97617,,3 / (4),128.74,tuiwikohikanzl,m,11/21/20 8:22,11/21/20 8:22
321,Kawashita,Jumpei,JPN,,,96854,9300964,3 / (4),128.4,jumpeikawashitajpn,m,11/21/20 8:22,11/21/20 8:22
322,Mouton,Boris,SUI,23,1/24/97 0:00,81608,9190362,2 / (2),128.29,borismoutonsui,m,11/21/20 8:22,11/21/20 8:22
323,Kim,Gyeonguk,KOR,19,2/8/01 0:00,93169,,3 / (9),127.37,gyeongukkimkor,m,11/21/20 8:22,11/21/20 8:22
324,Kolarevic,Janko,SRB,23,9/6/97 0:00,91808,9310008,3 / (9),127.17,jankokolarevicsrb,m,11/21/20 8:22,11/21/20 8:22
325,D'Astous,Charles-Eric,CAN,16,12/29/03 0:00,97042,,3 / (3),127.07,charles-ericd'astouscan,m,11/21/20 8:22,11/21/20 8:22
326,George,Quentin,CAN,18,4/26/02 0:00,94065,9100975,3 / (5),126.81,quentingeorgecan,m,11/21/20 8:22,11/21/20 8:22
327,Martin,Kade,USA,,,96973,,3 / (8),126.71,kademartinusa,m,11/21/20 8:22,11/21/20 8:22
328,Burns,Henry,CAN,17,3/12/03 0:00,96253,9101131,3 / (4),126.17,henryburnscan,m,11/21/20 8:22,11/21/20 8:22
329,Reicher,Felix,AUT,,,89421,9050277,3 / (5),126,felixreicheraut,m,11/21/20 8:22,11/21/20 8:22
330,Huuhtanen,Juhani,FIN,,,93238,,3 / (4),125.85,juhanihuuhtanenfin,m,11/21/20 8:22,11/21/20 8:22
331,Hovde Pettersen,Adrian,NOR,,,94745,,3 / (3),125.54,adrianhovde pettersennor,m,11/21/20 8:22,11/21/20 8:22
332,Gyosharkov,Petar,BUL,24,6/29/96 0:00,88296,9090090,3 / (3),125.51,petargyosharkovbul,m,11/21/20 8:22,11/21/20 8:22
333,Cielen,Joshua,CAN,,,97719,,3 / (3),125.43,joshuacielencan,m,11/21/20 8:22,11/21/20 8:22
334,Petit,Noe,FRA,,,97878,9190518,3 / (5),124.89,noepetitfra,m,11/21/20 8:22,11/21/20 8:22
335,Cachat,Juan,FRA,20,5/9/00 0:00,91285,9190452,3 / (3),124.59,juancachatfra,m,11/21/20 8:22,11/21/20 8:22
336,Poll,Bart,NED,,,99058,9400101,3 / (8),124.3,bartpollned,m,11/21/20 8:22,11/21/20 8:22
337,Buchel,Ben,CAN,,,99934,,3 / (4),124.15,benbuchelcan,m,11/21/20 8:22,11/21/20 8:22
338,Hietikko,Jere,FIN,,,93960,,3 / (4),123.85,jerehietikkofin,m,11/21/20 8:22,11/21/20 8:22
339,OESTRENG,Aleksander,NOR,29,4/5/91 0:00,72657,9420076,1 / (1),123.27,aleksanderoestrengnor,m,11/21/20 8:22,11/21/20 8:22
340,Hendriks,Lucas,NED,,,99227,,3 / (4),123.04,lucashendriksned,m,11/21/20 8:22,11/21/20 8:22
341,Boudjelal,Yannick,DZA,35,9/15/85 0:00,74281,9190018,3 / (5),122.43,yannickboudjelaldza,m,11/21/20 8:22,11/21/20 8:22
342,Roll,Bo,NOR,,,98270,,3 / (5),122.31,borollnor,m,11/21/20 8:22,11/21/20 8:22
343,Mattsson,Niklas,SWE,28,3/16/92 0:00,78135,9500081,3 / (3),122.15,niklasmattssonswe,m,11/21/20 8:22,11/21/20 8:22
344,Heflin,Bodie,USA,,,96944,,3 / (6),121.34,bodieheflinusa,m,11/21/20 8:22,11/21/20 8:22
345,Frey,Emil,GER,,,98658,,3 / (8),121.25,emilfreyger,m,11/21/20 8:22,11/21/20 8:22
346,Venderotte,Tom,FRA,19,7/25/01 0:00,95769,9190453,3 / (4),121.14,tomvenderottefra,m,11/21/20 8:22,11/21/20 8:22
347,Salac,Kristian,CZE,,,86901,9150216,3 / (5),121,kristiansalaccze,m,11/21/20 8:22,11/21/20 8:22
348,Shambo,Grant,USA,,,84582,9531248,3 / (4),120.93,grantshambousa,m,11/21/20 8:22,11/21/20 8:22
349,Hensold,Nanno,GER,,,97272,,3 / (4),120.9,nannohensoldger,m,11/21/20 8:22,11/21/20 8:22
350,Moreno,Valentin,ARG,,,94369,9030115,3 / (8),120.76,valentinmorenoarg,m,11/21/20 8:22,11/21/20 8:22
351,Eckert,Luis,GER,24,8/5/96 0:00,80749,9200104,2 / (2),120.72,luiseckertger,m,11/21/20 8:22,11/21/20 8:22
352,Gifford,Morris,USA,,,98907,,3 / (5),120.15,morrisgiffordusa,m,11/21/20 8:22,11/21/20 8:22
353,He,Wei,CHN,,,99703,,2 / (2),119.96,weihechn,m,11/21/20 8:22,11/21/20 8:22
354,Huber,Niklas,GER,16,4/17/04 0:00,92995,9200181,3 / (3),119.93,niklashuberger,m,11/21/20 8:22,11/21/20 8:22
355,Marchiel,Corben,CAN,,,95549,,3 / (5),119.4,corbenmarchielcan,m,11/21/20 8:22,11/21/20 8:22
356,MacAulay,Spencer,CAN,17,1/14/03 0:00,96170,9101034,3 / (5),119.34,spencermacaulaycan,m,11/21/20 8:22,11/21/20 8:22
357,Fox,Nick,USA,,,98948,,3 / (4),118.24,nickfoxusa,m,11/21/20 8:22,11/21/20 8:22
358,Sigel,Gus,USA,,,98708,,3 / (6),118.21,gussigelusa,m,11/21/20 8:22,11/21/20 8:22
359,Carr,Kyle,CAN,17,9/18/03 0:00,96217,9101047,3 / (3),118.19,kylecarrcan,m,11/21/20 8:22,11/21/20 8:22
360,Kelly,Connor,CAN,14,12/14/05 0:00,100846,,2 / (2),117.54,connorkellycan,m,11/21/20 8:22,11/21/20 8:22
361,Lee,Hyun-Jun,KOR,,,95239,9320181,2 / (2),117.32,hyun-junleekor,m,11/21/20 8:22,11/21/20 8:22
362,Chemodurov,Yuriy,RUS,30,6/8/90 0:00,88146,9480461,3 / (3),117.29,yuriychemodurovrus,m,11/21/20 8:22,11/21/20 8:22
363,Minamiya,Hanato,JPN,,,98219,,3 / (3),116.81,hanatominamiyajpn,m,11/21/20 8:22,11/21/20 8:22
364,Ceron,Diego,CHI,27,7/11/93 0:00,80063,9110009,3 / (5),116.72,diegoceronchi,m,11/21/20 8:22,11/21/20 8:22
365,Biele,Gian Andrin,SUI,17,6/20/03 0:00,88788,9510455,3 / (3),116.55,gian andrinbielesui,m,11/21/20 8:22,11/21/20 8:22
366,Sakaue,Hinata,JPN,,,97914,,3 / (3),116.49,hinatasakauejpn,m,11/21/20 8:22,11/21/20 8:22
367,Fejgl,Samuel,CZE,,,99071,,3 / (4),115.36,samuelfejglcze,m,11/21/20 8:22,11/21/20 8:22
368,Liu,Haoyu,CHN,,,100179,9120057,2 / (2),115.24,haoyuliuchn,m,11/21/20 8:22,11/21/20 8:22
369,Gray,Charles,USA,,,97749,9531416,3 / (6),115.18,charlesgrayusa,m,11/21/20 8:22,11/21/20 8:22
370,Bulat,Stephan,CAN,,,99015,,3 / (7),115,stephanbulatcan,m,11/21/20 8:22,11/21/20 8:22
371,Baskakov,Ilia,RUS,,,93422,9480640,3 / (3),114.83,iliabaskakovrus,m,11/21/20 8:22,11/21/20 8:22
372,Zaczyk,MacIej,POL,,,101029,,3 / (3),114.15,maciejzaczykpol,m,11/21/20 8:22,11/21/20 8:22
373,Ney,Oscar,FRA,,,91233,9190471,3 / (5),113.86,oscarneyfra,m,11/21/20 8:22,11/21/20 8:22
374,Schiele,Donovan,CAN,,,96693,9101170,3 / (5),113.23,donovanschielecan,m,11/21/20 8:22,11/21/20 8:22
375,Horky,Vojtech,CZE,,,99067,,3 / (5),112.61,vojtechhorkycze,m,11/21/20 8:22,11/21/20 8:22
376,Patronen,Roope,FIN,,,93244,,2 / (2),111.92,roopepatronenfin,m,11/21/20 8:22,11/21/20 8:22
377,Ishida,Eito,JPN,,,96842,9300874,3 / (3),111.69,eitoishidajpn,m,11/21/20 8:22,11/21/20 8:22
378,Muranaka,Kosuke,JPN,,,98296,9300855,3 / (3),111.57,kosukemuranakajpn,m,11/21/20 8:22,11/21/20 8:22
379,Allen,Jeremy,CAN,18,1/8/02 0:00,92164,9101022,3 / (5),110.87,jeremyallencan,m,11/21/20 8:22,11/21/20 8:22
380,Teimurov,Mark,RUS,23,6/11/97 0:00,76906,9480585,2 / (2),110.57,markteimurovrus,m,11/21/20 8:22,11/21/20 8:22
381,Kikas,Marten,EST,,,89800,9390005,3 / (3),109.82,martenkikasest,m,11/21/20 8:22,11/21/20 8:22
382,Layzell,Chase,CAN,19,11/7/01 0:00,92549,9100899,3 / (5),109.46,chaselayzellcan,m,11/21/20 8:22,11/21/20 8:22
383,Watson,Noah,CAN,15,3/5/05 0:00,92208,,3 / (4),109.45,noahwatsoncan,m,11/21/20 8:22,11/21/20 8:22
384,Berdal Holm,Jonas,NOR,,,94621,,3 / (4),109.33,jonasberdal holmnor,m,11/21/20 8:22,11/21/20 8:22
385,Kropov,Volodymyr,UKR,,,99802,,3 / (3),109.26,volodymyrkropovukr,m,11/21/20 8:22,11/21/20 8:22
386,Virsunen,Juho,FIN,,,96440,,2 / (2),109.13,juhovirsunenfin,m,11/21/20 8:22,11/21/20 8:22
387,Steele,Sunny,AUS,17,10/14/03 0:00,96007,9040280,3 / (5),108.94,sunnysteeleaus,m,11/21/20 8:22,11/21/20 8:22
388,Granli-Sommerud,Andreas,NOR,,,98271,,3 / (6),108.63,andreasgranli-sommerudnor,m,11/21/20 8:22,11/21/20 8:22
389,ROBERTSON-HAHN,Joshua,AUS,,,94284,9040292,3 / (4),108.58,joshuarobertson-hahnaus,m,11/21/20 8:22,11/21/20 8:22
390,Salleras,Narcis,ESP,,,99186,9490238,3 / (5),107.56,narcissallerasesp,m,11/21/20 8:22,11/21/20 8:22
391,Won,Youngkyo,KOR,,,95230,9320180,3 / (6),107.19,youngkyowonkor,m,11/21/20 8:22,11/21/20 8:22
392,Brown,Nayte,CAN,,,99362,,3 / (6),106.66,naytebrowncan,m,11/21/20 8:22,11/21/20 8:22
