position_ba,lastname,firstname,nationality,age,dob,wst_rider_id,fis_code,number_of_results_ba,points_ba,concat_id,gender,created_at,updated_at
200,Healey,Nora,USA,22,6/16/98 0:00,84507,9535374,1 / (1),11.22,norahealeyusa,f,11/21/20 17:16,11/21/20 17:16
201,Teksle,Guro,NOR,,,100431,,1 / (1),10.84,gurotekslenor,f,11/21/20 17:16,11/21/20 17:16
202,Smirnova,Maria,RUS,,,100233,,1 / (1),10.75,mariasmirnovarus,f,11/21/20 17:16,11/21/20 17:16
203,Naudi,Aixa,AND,,,100525,,1 / (1),10.02,aixanaudiand,f,11/21/20 17:16,11/21/20 17:16
203,Dadadottir,Alis Helga,ISL,,,100168,,1 / (1),10.02,alis helgadadadottirisl,f,11/21/20 17:16,11/21/20 17:16
205,Engholm,Novalie,SWE,,,100426,,1 / (1),9.93,novalieengholmswe,f,11/21/20 17:16,11/21/20 17:16
206,MacIejewska,Martyna,POL,,,97670,9435081,1 / (1),9.42,martynamaciejewskapol,f,11/21/20 17:16,11/21/20 17:16
207,Kaikuranta,Jasmin,FIN,,,96551,,1 / (1),9.21,jasminkaikurantafin,f,11/21/20 17:16,11/21/20 17:16
208,Krasneva,Varvara,CAN,23,9/8/97 0:00,95439,9105403,1 / (1),8.3,varvarakrasnevacan,f,11/21/20 17:16,11/21/20 17:16
208,Kotani,Yui,JPN,,,99481,,1 / (1),8.3,yuikotanijpn,f,11/21/20 17:16,11/21/20 17:16
208,Bashoska,Eva,MKD,,,100632,,1 / (1),8.3,evabashoskamkd,f,11/21/20 17:16,11/21/20 17:16
211,Derminio,Lauren,USA,,,99121,,1 / (1),8.09,laurenderminiousa,f,11/21/20 17:16,11/21/20 17:16
212,Murawskaia,Darina,BLR,,,92426,1669960,1 / (1),7,darinamurawskaiablr,f,11/21/20 17:16,11/21/20 17:16
213,Zhai,Yue,CHN,,,92445,1129993,1 / (1),6.9,yuezhaichn,f,11/21/20 17:16,11/21/20 17:16
214,Magrufova,Kamila,RUS,,,97496,9485331,2 / (2),6.86,kamilamagrufovarus,f,11/21/20 17:16,11/21/20 17:16
215,Edwinsdottir,Vildis,ISL,,,97463,1259944,1 / (1),6.71,vildisedwinsdottirisl,f,11/21/20 17:16,11/21/20 17:16
216,Picchedda,Stella,FRA,,,100080,,1 / (1),6.1,stellapiccheddafra,f,11/21/20 17:16,11/21/20 17:16
216,Napess,Lounah,CAN,,,96609,9105474,1 / (1),6.1,lounahnapesscan,f,11/21/20 17:16,11/21/20 17:16
216,Grempel,Mia,GER,,,93576,9205089,1 / (1),6.1,miagrempelger,f,11/21/20 17:16,11/21/20 17:16
219,Kittilae,Emmi,FIN,,,100612,,1 / (1),6,emmikittilaefin,f,11/21/20 17:16,11/21/20 17:16
220,Fernandez,Nerea,AND,,,100521,,1 / (1),4.91,nereafernandezand,f,11/21/20 17:16,11/21/20 17:16
220,Tomasdottir,Julietta Idunn,ISL,,,100109,,1 / (1),4.91,julietta idunntomasdottirisl,f,11/21/20 17:16,11/21/20 17:16
222,Stankovikj,Ema,MKD,,,100619,,1 / (1),4.06,emastankovikjmkd,f,11/21/20 17:16,11/21/20 17:16
222,Maeda,Suzuha,JPN,,,98211,9305453,1 / (1),4.06,suzuhamaedajpn,f,11/21/20 17:16,11/21/20 17:16
222,Walker,Jenna,CAN,,,98468,,1 / (1),4.06,jennawalkercan,f,11/21/20 17:16,11/21/20 17:16
225,Topp Oye,Nora Synnove,NOR,,,99332,,1 / (1),3.97,nora synnovetopp oyenor,f,11/21/20 17:16,11/21/20 17:16
226,Kokko,Anna-Sofia,FIN,,,97149,,1 / (1),2.94,anna-sofiakokkofin,f,11/21/20 17:16,11/21/20 17:16
