position_hp,lastname,firstname,nationality,age,dob,WST Rider ID,fis code,number_of_results_hp,points_hp,concat_id,gender,created_at,updated_at
208,Eilertsen,Hanne,NOR,21,3/23/99 0:00,89004,9425037,1 / (1),12.43,hanneeilertsennor,f,11/21/20 17:16,11/21/20 17:16
209,Bowler,Margaret Grace,USA,,,97790,9535581,1 / (1),12.27,margaret gracebowlerusa,f,11/21/20 17:16,11/21/20 17:16
210,Plur De La Rosa,Lucia,GER,,,97275,,1 / (1),11.37,luciaplur de la rosager,f,11/21/20 17:16,11/21/20 17:16
210,Liu,Chenchen,CHN,,,99716,9125058,1 / (1),11.37,chenchenliuchn,f,11/21/20 17:16,11/21/20 17:16
212,Imper,Niah Johanna,SUI,,,98367,,1 / (1),11.25,niah johannaimpersui,f,11/21/20 17:16,11/21/20 17:16
213,Morton,Madeline,USA,,,98242,,1 / (1),11.04,madelinemortonusa,f,11/21/20 17:16,11/21/20 17:16
214,Frothinger,Ava,USA,,,98858,,1 / (1),10.76,avafrothingerusa,f,11/21/20 17:16,11/21/20 17:16
215,Nelson,Sydney,CAN,,,101037,,1 / (1),10.62,sydneynelsoncan,f,11/21/20 17:16,11/21/20 17:16
216,Rix,Lela,USA,,,98863,,1 / (1),10.29,lelarixusa,f,11/21/20 17:16,11/21/20 17:16
217,Coubes,Emma,SUI,,,100639,,1 / (1),10.02,emmacoubessui,f,11/21/20 17:16,11/21/20 17:16
218,Lukaschek,Ida,GER,,,98608,,1 / (1),9.53,idalukaschekger,f,11/21/20 17:16,11/21/20 17:16
219,Bogart,Ashley,USA,,,98060,,1 / (1),9.43,ashleybogartusa,f,11/21/20 17:16,11/21/20 17:16
220,Lyu,Zhikun,CHN,,,100190,,1 / (1),9.26,zhikunlyuchn,f,11/21/20 17:16,11/21/20 17:16
221,Sato,Megumi,JPN,41,9/5/79 0:00,76448,,1 / (1),8.99,megumisatojpn,f,11/21/20 17:16,11/21/20 17:16
222,Jung,Dawoon,KOR,18,10/30/02 0:00,100330,9325059,2 / (2),8.97,dawoonjungkor,f,11/21/20 17:16,11/21/20 17:16
223,Aoki,Tomomi,JPN,,,95169,,1 / (1),8.88,tomomiaokijpn,f,11/21/20 17:16,11/21/20 17:16
224,Kokushkina,Maria,RUS,,,100234,,1 / (1),8.3,mariakokushkinarus,f,11/21/20 17:16,11/21/20 17:16
225,Scott,Penelope,USA,,,100253,,1 / (1),8.12,penelopescottusa,f,11/21/20 17:16,11/21/20 17:16
226,Burdick,Magnolia,USA,,,96990,,1 / (1),7.91,magnoliaburdickusa,f,11/21/20 17:16,11/21/20 17:16
227,Skinner,Liliana,SUI,,,99975,,1 / (1),7.87,lilianaskinnersui,f,11/21/20 17:16,11/21/20 17:16
228,Riberdy,Alena,USA,,,100915,,1 / (1),6.47,alenariberdyusa,f,11/21/20 17:16,11/21/20 17:16
229,Lounis,LÈnnie Camille,SUI,,,99980,,1 / (1),6.23,lènnie camillelounissui,f,11/21/20 17:16,11/21/20 17:16
230,Aulejtner,Malgorzata,POL,,,85622,,1 / (1),6.1,malgorzataaulejtnerpol,f,11/21/20 17:16,11/21/20 17:16
231,Mailer,Molly,CAN,,,101036,,1 / (1),5.91,mollymailercan,f,11/21/20 17:16,11/21/20 17:16
232,Suzuki,Miu,JPN,,,100927,,1 / (1),5.89,miusuzukijpn,f,11/21/20 17:16,11/21/20 17:16
233,Mueller,Paulina,GER,,,99291,,1 / (1),5.62,paulinamuellerger,f,11/21/20 17:16,11/21/20 17:16
234,Ibaragi,Yukiha,JPN,,,98203,9305422,1 / (1),5.37,yukihaibaragijpn,f,11/21/20 17:16,11/21/20 17:16
235,Kutcher,Olive,CAN,,,99419,,1 / (1),5.21,olivekutchercan,f,11/21/20 17:16,11/21/20 17:16
236,Wild,Aimee,USA,,,99541,,1 / (1),5.08,aimeewildusa,f,11/21/20 17:16,11/21/20 17:16
237,Reusser,Eliane,SUI,,,100640,,1 / (1),4.91,elianereussersui,f,11/21/20 17:16,11/21/20 17:16
238,Sigg,Lani Tara,SUI,,,99977,,1 / (1),4.64,lani tarasiggsui,f,11/21/20 17:16,11/21/20 17:16
239,Gorshenina,Anastasiya,RUS,,,101082,,1 / (1),4.06,anastasiyagorsheninarus,f,11/21/20 17:16,11/21/20 17:16
240,Polatty,Alana,USA,,,99538,,1 / (1),3.75,alanapolattyusa,f,11/21/20 17:16,11/21/20 17:16
241,Golland,Ella,SUI,,,99976,,1 / (1),3.07,ellagollandsui,f,11/21/20 17:16,11/21/20 17:16
242,Kegode,Zahra-Kadi,USA,,,100912,,1 / (1),2.46,zahra-kadikegodeusa,f,11/21/20 17:16,11/21/20 17:16
243,Sundquist,Eliana,CAN,,,100603,,1 / (1),1.71,elianasundquistcan,f,11/21/20 17:16,11/21/20 17:16
243,McCaffrey,Angelina,CAN,17,12/4/02 0:00,98488,,1 / (1),1.71,angelinamccaffreycan,f,11/21/20 17:16,11/21/20 17:16
245,Demke,Lisa,SUI,,,99981,,1 / (1),1.53,lisademkesui,f,11/21/20 17:16,11/21/20 17:16
246,Solomon,Charley,CAN,10,4/11/10 0:00,100664,,1 / (1),1.45,charleysolomoncan,f,11/21/20 17:16,11/21/20 17:16
247,Pilloud,Anja,USA,,,100913,,1 / (1),1.22,anjapilloudusa,f,11/21/20 17:16,11/21/20 17:16
