position_ba,lastname,firstname,nationality,age,dob,wst_rider_id,fis_code,number_of_results_ba,points_ba,concat_id,gender,created_at,updated_at
193,Laurenchikj,Vedran,MKD,,,100620,,3 / (3),95.44,vedranlaurenchikjmkd,m,11/21/20 8:22,11/21/20 8:22
194,Sanzhapov,Serhii,UKR,15,3/25/05 0:00,94172,,2 / (2),93.84,serhiisanzhapovukr,m,11/21/20 8:22,11/21/20 8:22
195,Mork Danielsen,Sander,NOR,,,94623,,3 / (3),93.25,sandermork danielsennor,m,11/21/20 8:22,11/21/20 8:22
196,Agnew,Joshua,AUS,,,94290,9040258,3 / (4),93.04,joshuaagnewaus,m,11/21/20 8:22,11/21/20 8:22
197,Miller,Nicholas,USA,,,97836,1051577,3 / (3),92.31,nicholasmillerusa,m,11/21/20 8:22,11/21/20 8:22
198,Izzard,William,CAN,23,7/21/97 0:00,96696,9100653,3 / (3),91.56,williamizzardcan,m,11/21/20 8:22,11/21/20 8:22
199,Bosch,Anthon,RSA,24,4/16/96 0:00,84589,9500128,2 / (2),90.25,anthonboschrsa,m,11/21/20 8:22,11/21/20 8:22
200,Vik,Sebastian,NOR,,,93197,9420165,3 / (3),89.77,sebastianviknor,m,11/21/20 8:22,11/21/20 8:22
201,Otsubo,Shuzaburo,JPN,17,11/14/03 0:00,97883,9300908,2 / (2),89.31,shuzaburootsubojpn,m,11/21/20 8:22,11/21/20 8:22
202,Matteoli,Ian,ITA,,,87524,,2 / (2),89.19,ianmatteoliita,m,11/21/20 8:22,11/21/20 8:22
203,Teixeira,Augustinho,BRA,,,99140,,3 / (5),88.53,augustinhoteixeirabra,m,11/21/20 8:22,11/21/20 8:22
204,Mouton,Boris,SUI,23,1/24/97 0:00,81608,9190362,2 / (2),88.45,borismoutonsui,m,11/21/20 8:22,11/21/20 8:22
205,Bubic,Leon,CRO,,,97683,,3 / (8),87.71,leonbubiccro,m,11/21/20 8:22,11/21/20 8:22
206,Le Fur,Honorio,FRA,,,95675,,3 / (3),86.93,honoriole furfra,m,11/21/20 8:22,11/21/20 8:22
207,Ganserer,Jakob,GER,,,98010,,1 / (1),86.8,jakobgansererger,m,11/21/20 8:22,11/21/20 8:22
208,Chomlack,Jadyn,CAN,18,9/19/02 0:00,91331,9101067,3 / (3),86.38,jadynchomlackcan,m,11/21/20 8:22,11/21/20 8:22
209,Soic,Mauro,CRO,,,100045,,3 / (8),85.1,maurosoiccro,m,11/21/20 8:22,11/21/20 8:22
210,Hasegawa,Taiga,JPN,,,93682,9300953,1 / (1),82.96,taigahasegawajpn,m,11/21/20 8:22,11/21/20 8:22
211,Vallieres,Tyler,USA,,,82920,9531257,2 / (2),82.65,tylervallieresusa,m,11/21/20 8:22,11/21/20 8:22
212,Maglov,Aleksey,RUS,,,92527,9480570,1 / (1),82.44,alekseymaglovrus,m,11/21/20 8:22,11/21/20 8:22
213,Skenderovski,Bojan,MKD,,,98414,1754974,3 / (3),80.22,bojanskenderovskimkd,m,11/21/20 8:22,11/21/20 8:22
214,Fornes,Anders,NOR,,,94625,9420167,2 / (2),79.47,andersfornesnor,m,11/21/20 8:22,11/21/20 8:22
215,Shmurikov,Egor,RUS,,,100242,,2 / (2),79.3,egorshmurikovrus,m,11/21/20 8:22,11/21/20 8:22
216,Wega,Carter,CAN,13,3/29/07 0:00,93637,,3 / (3),79.17,carterwegacan,m,11/21/20 8:22,11/21/20 8:22
217,Lotz,Peter,GER,,,98008,,2 / (2),79.07,peterlotzger,m,11/21/20 8:22,11/21/20 8:22
218,Crouch,Brock,USA,21,8/22/99 0:00,80857,9531095,1 / (1),78.78,brockcrouchusa,m,11/21/20 8:22,11/21/20 8:22
219,Merimee Mantovani,Luca,FRA,,,92793,,3 / (4),78.19,lucamerimee mantovanifra,m,11/21/20 8:22,11/21/20 8:22
220,Peeters,Lorenzo,BEL,,,83408,9060014,1 / (1),77.99,lorenzopeetersbel,m,11/21/20 8:22,11/21/20 8:22
221,Holtzapfel,Casper,NED,,,92431,9400070,1 / (1),77.61,casperholtzapfelned,m,11/21/20 8:22,11/21/20 8:22
222,Kim,Gyeonguk,KOR,19,2/8/01 0:00,93169,,3 / (4),76.29,gyeongukkimkor,m,11/21/20 8:22,11/21/20 8:22
223,Demchuck,Keenan,CAN,,,96348,9101006,3 / (4),76.28,keenandemchuckcan,m,11/21/20 8:22,11/21/20 8:22
224,Frey,Leopold,GER,,,97271,,3 / (3),76.15,leopoldfreyger,m,11/21/20 8:22,11/21/20 8:22
225,Arvanitidis,Theofilos,GRE,,,101030,,3 / (3),76.1,theofilosarvanitidisgre,m,11/21/20 8:22,11/21/20 8:22
226,Yamase,Kensho,JPN,,,95425,9300989,1 / (1),76.03,kenshoyamasejpn,m,11/21/20 8:22,11/21/20 8:22
227,Vogrin,Jan,SLO,,,95412,9560221,3 / (3),75.91,janvogrinslo,m,11/21/20 8:22,11/21/20 8:22
228,Fasola,Manuel,ARG,,,99139,9030146,3 / (3),75.29,manuelfasolaarg,m,11/21/20 8:22,11/21/20 8:22
229,Hordii,Yurii,UKR,,,99241,,2 / (2),74.32,yuriihordiiukr,m,11/21/20 8:22,11/21/20 8:22
230,Kralj Kos,Bono,SLO,,,81401,9560208,2 / (2),73.75,bonokralj kosslo,m,11/21/20 8:22,11/21/20 8:22
231,Springinsfeld,Nahuel,ARG,,,94367,9030137,2 / (2),73.61,nahuelspringinsfeldarg,m,11/21/20 8:22,11/21/20 8:22
232,Retzlaff,Dave,USA,,,95411,9531294,2 / (2),73.54,daveretzlaffusa,m,11/21/20 8:22,11/21/20 8:22
233,Vaisanen,Emppu,FIN,,,93251,9180183,2 / (2),72.43,emppuvaisanenfin,m,11/21/20 8:22,11/21/20 8:22
234,Tessand,Jakob,NOR,,,96483,,2 / (2),71.72,jakobtessandnor,m,11/21/20 8:22,11/21/20 8:22
235,Thoenen,Moritz,SUI,23,12/9/96 0:00,82802,9510319,2 / (2),71.71,moritzthoenensui,m,11/21/20 8:22,11/21/20 8:22
236,Olimstad,Markus,NOR,26,1/16/94 0:00,86945,9420146,2 / (2),71.13,markusolimstadnor,m,11/21/20 8:22,11/21/20 8:22
237,Luengo,Esteeban,ARG,,,92346,,2 / (2),70.48,esteebanluengoarg,m,11/21/20 8:22,11/21/20 8:22
238,Fomchenko,Mihail,RUS,,,91985,9480573,2 / (2),70.11,mihailfomchenkorus,m,11/21/20 8:22,11/21/20 8:22
239,Allemand,Romain,FRA,,,96542,,3 / (3),70.02,romainallemandfra,m,11/21/20 8:22,11/21/20 8:22
240,Tsuji,Haruhi,JPN,,,96829,9300947,1 / (1),69.94,haruhitsujijpn,m,11/21/20 8:22,11/21/20 8:22
241,Seo,Gyeong,KOR,,,96474,9320182,3 / (3),69.38,gyeongseokor,m,11/21/20 8:22,11/21/20 8:22
242,Maffei,Alberto,ITA,25,5/11/95 0:00,80676,9290315,3 / (3),68.67,albertomaffeiita,m,11/21/20 8:22,11/21/20 8:22
243,Balicco,Sacha,FRA,,,90414,9190371,1 / (1),68.46,sachabaliccofra,m,11/21/20 8:22,11/21/20 8:22
244,Yang,Wenlong,CHN,,,96913,1124981,2 / (2),66.8,wenlongyangchn,m,11/21/20 8:22,11/21/20 8:22
245,Kirkevoll,Embrik,NOR,,,94742,,3 / (3),66.75,embrikkirkevollnor,m,11/21/20 8:22,11/21/20 8:22
246,Biogradlic,Faris,BIH,,,86398,1714997,2 / (2),66.67,farisbiogradlicbih,m,11/21/20 8:22,11/21/20 8:22
247,Perez Guerra,Ignasio,AND,,,100703,,2 / (2),66.4,ignasioperez guerraand,m,11/21/20 8:22,11/21/20 8:22
248,Pesic,Nemanja,SRB,,,100625,,2 / (2),66.29,nemanjapesicsrb,m,11/21/20 8:22,11/21/20 8:22
249,Vera,Dante,ARG,,,96045,9030109,3 / (4),66.19,danteveraarg,m,11/21/20 8:22,11/21/20 8:22
250,Lee,Dongheon,KOR,,,100181,,2 / (2),66.18,dongheonleekor,m,11/21/20 8:22,11/21/20 8:22
251,Tagliaferro,Nahuel,AND,,,100538,,3 / (3),65.68,nahueltagliaferroand,m,11/21/20 8:22,11/21/20 8:22
252,Weaver,Lane,CAN,17,5/10/03 0:00,93358,9101200,3 / (3),65.41,laneweavercan,m,11/21/20 8:22,11/21/20 8:22
253,Steele,Sunny,AUS,17,10/14/03 0:00,96007,9040280,3 / (4),65.11,sunnysteeleaus,m,11/21/20 8:22,11/21/20 8:22
254,Antraygues,Zachary,FRA,,,92786,9190464,3 / (3),64.77,zacharyantrayguesfra,m,11/21/20 8:22,11/21/20 8:22
255,Kimura,Kira,JPN,,,98184,,1 / (1),64.57,kirakimurajpn,m,11/21/20 8:22,11/21/20 8:22
256,Garandel,Liam,FRA,,,100495,,3 / (3),64.36,liamgarandelfra,m,11/21/20 8:22,11/21/20 8:22
257,Nagasawa,Hayato,JPN,18,7/27/02 0:00,90211,9300814,3 / (3),64.04,hayatonagasawajpn,m,11/21/20 8:22,11/21/20 8:22
258,Eckhoff,Mathias,NOR,21,1/10/99 0:00,88950,9420142,2 / (2),63.85,mathiaseckhoffnor,m,11/21/20 8:22,11/21/20 8:22
259,Minkov,Mihail,BUL,17,11/16/03 0:00,100355,9090149,1 / (1),62.72,mihailminkovbul,m,11/21/20 8:22,11/21/20 8:22
260,Fricz,Botond Istvan,HUN,19,12/29/00 0:00,90983,9240028,1 / (1),61.68,botond istvanfriczhun,m,11/21/20 8:22,11/21/20 8:22
261,Biele,Gian Andrin,SUI,17,6/20/03 0:00,88788,9510455,2 / (2),60.67,gian andrinbielesui,m,11/21/20 8:22,11/21/20 8:22
262,Lunn,Tobias,NOR,,,96211,,3 / (3),60.51,tobiaslunnnor,m,11/21/20 8:22,11/21/20 8:22
263,Leenderts,Emil,NOR,21,9/17/99 0:00,92106,9420154,1 / (1),60.43,emilleendertsnor,m,11/21/20 8:22,11/21/20 8:22
264,Choi,Seongjun,KOR,,,100496,,3 / (3),60.31,seongjunchoikor,m,11/21/20 8:22,11/21/20 8:22
265,Kaku,Shusei,JPN,,,98217,,1 / (1),59.8,shuseikakujpn,m,11/21/20 8:22,11/21/20 8:22
266,Patronen,Roope,FIN,,,93244,,2 / (2),59.27,roopepatronenfin,m,11/21/20 8:22,11/21/20 8:22
267,Huber,Niklas,GER,16,4/17/04 0:00,92995,9200181,2 / (2),58.52,niklashuberger,m,11/21/20 8:22,11/21/20 8:22
268,Legac,Vid,CRO,,,100046,,3 / (8),58.39,vidlegaccro,m,11/21/20 8:22,11/21/20 8:22
269,Nunez,Jascha,AUT,,,100457,,2 / (2),58.15,jaschanunezaut,m,11/21/20 8:22,11/21/20 8:22
270,Ogasawara,Senan,JPN,,,96846,9300916,2 / (2),57.7,senanogasawarajpn,m,11/21/20 8:22,11/21/20 8:22
271,Tourki,Liam,FRA,21,3/25/99 0:00,81604,9190385,1 / (1),57.58,liamtourkifra,m,11/21/20 8:22,11/21/20 8:22
272,Petrov,Vladislav,RUS,,,100239,9480830,2 / (2),57.14,vladislavpetrovrus,m,11/21/20 8:22,11/21/20 8:22
273,Doumos,Ioannis,GRE,,,99209,,3 / (4),56.34,ioannisdoumosgre,m,11/21/20 8:22,11/21/20 8:22
274,Vebra,Gytis,LTU,,,89866,1783067,2 / (2),56.29,gytisvebraltu,m,11/21/20 8:22,11/21/20 8:22
275,Ulstein,Isak,NOR,22,3/2/98 0:00,82749,9420138,2 / (2),55.95,isakulsteinnor,m,11/21/20 8:22,11/21/20 8:22
276,Mortenson,Jared,USA,,,98026,,1 / (1),55.93,jaredmortensonusa,m,11/21/20 8:22,11/21/20 8:22
277,Kakimoto,Yua,JPN,,,96834,,1 / (1),55.54,yuakakimotojpn,m,11/21/20 8:22,11/21/20 8:22
278,Pecanin,Nedim,BIH,,,90406,9710004,3 / (3),54.82,nedimpecaninbih,m,11/21/20 8:22,11/21/20 8:22
279,Berdal Holm,Jonas,NOR,,,94621,,2 / (2),54.29,jonasberdal holmnor,m,11/21/20 8:22,11/21/20 8:22
280,Frischhut,Paul,AUT,,,95051,,2 / (2),54.23,paulfrischhutaut,m,11/21/20 8:22,11/21/20 8:22
281,Stang,Karis,USA,,,96948,,2 / (2),53.38,karisstangusa,m,11/21/20 8:22,11/21/20 8:22
282,De Feo,Milco,ITA,,,86574,9290389,2 / (2),53.16,milcode feoita,m,11/21/20 8:22,11/21/20 8:22
283,Sukke,Niklas,NOR,,,99329,,3 / (3),53.04,niklassukkenor,m,11/21/20 8:22,11/21/20 8:22
284,Darkov,Marko,MKD,,,98415,,1 / (1),52.95,markodarkovmkd,m,11/21/20 8:22,11/21/20 8:22
284,Mair,Enzo,ARG,,,94385,,1 / (1),52.95,enzomairarg,m,11/21/20 8:22,11/21/20 8:22
286,Hovde Pettersen,Adrian,NOR,,,94745,,2 / (2),52.88,adrianhovde pettersennor,m,11/21/20 8:22,11/21/20 8:22
287,Tsitsos,Christos,GRE,,,99210,,2 / (2),52.01,christostsitsosgre,m,11/21/20 8:22,11/21/20 8:22
288,Tsuji,Hinata,JPN,,,90216,9300779,1 / (1),51.72,hinatatsujijpn,m,11/21/20 8:22,11/21/20 8:22
289,Kerschhackl,Marco,ITA,20,9/24/00 0:00,91093,9290368,1 / (1),50.89,marcokerschhacklita,m,11/21/20 8:22,11/21/20 8:22
290,Goulet,Hunter,USA,,,97647,,1 / (1),50.2,huntergouletusa,m,11/21/20 8:22,11/21/20 8:22
291,Jaromin,Jan,POL,18,12/5/01 0:00,90873,9430152,2 / (2),50.08,janjarominpol,m,11/21/20 8:22,11/21/20 8:22
292,NDOUMBE MOUKOURI,Natan,FRA,15,12/2/04 0:00,92797,9190523,3 / (3),49.12,natanndoumbe moukourifra,m,11/21/20 8:22,11/21/20 8:22
293,Kreienbuehl,Gabriel Tim,SUI,,,91077,,2 / (2),49.03,gabriel timkreienbuehlsui,m,11/21/20 8:22,11/21/20 8:22
294,Depriest,Brooklyn,USA,14,2/21/06 0:00,96997,,2 / (2),48.91,brooklyndepriestusa,m,11/21/20 8:22,11/21/20 8:22
295,Miyamura,Yuto,JPN,,,97916,,1 / (1),48.26,yutomiyamurajpn,m,11/21/20 8:22,11/21/20 8:22
296,Groeneveld,Kai,NED,16,4/27/04 0:00,92837,9400102,2 / (2),48.15,kaigroeneveldned,m,11/21/20 8:22,11/21/20 8:22
297,Andonov,Bojan,MKD,,,91805,1759990,2 / (2),48.05,bojanandonovmkd,m,11/21/20 8:22,11/21/20 8:22
298,Stevens,Liam,CAN,23,3/21/97 0:00,86792,9100515,2 / (2),46.42,liamstevenscan,m,11/21/20 8:22,11/21/20 8:22
299,Alkefjaerd,Daniel,SWE,23,7/13/97 0:00,89248,9500140,2 / (2),46.05,danielalkefjaerdswe,m,11/21/20 8:22,11/21/20 8:22
300,Lehwald,Lasse,DEN,23,8/29/97 0:00,93003,1174975,2 / (2),46.01,lasselehwaldden,m,11/21/20 8:22,11/21/20 8:22
301,Behensky,Lukas,AUT,,,97666,,1 / (1),45.85,lukasbehenskyaut,m,11/21/20 8:22,11/21/20 8:22
302,Menzies,Dane,CAN,15,3/27/05 0:00,92604,9101168,2 / (2),45.78,danemenziescan,m,11/21/20 8:22,11/21/20 8:22
303,Roll,Bo,NOR,,,98270,,3 / (3),45.08,borollnor,m,11/21/20 8:22,11/21/20 8:22
304,KRALJ KOS,Max,SLO,,,81399,9560168,1 / (1),44.73,maxkralj kosslo,m,11/21/20 8:22,11/21/20 8:22
305,Lee,Minsik,KOR,20,7/5/00 0:00,91111,9320133,2 / (0),44.64,minsikleekor,m,11/21/20 8:22,11/21/20 8:22
306,Bucher,Jeremy,SUI,,,92981,9510487,2 / (2),44.12,jeremybuchersui,m,11/21/20 8:22,11/21/20 8:22
307,Kristjansson,Egill Gunnar,ISL,,,95745,9250004,1 / (1),43.72,egill gunnarkristjanssonisl,m,11/21/20 8:22,11/21/20 8:22
308,Kallo,Sami,FIN,,,93249,9180167,3 / (3),43.7,samikallofin,m,11/21/20 8:22,11/21/20 8:22
309,Baez,Gonzalo Daniel,ARG,,,94383,9030129,2 / (2),43.11,gonzalo danielbaezarg,m,11/21/20 8:22,11/21/20 8:22
310,Yanez,Benjamin,CHI,17,1/1/03 0:00,82306,9110030,2 / (2),43.03,benjaminyanezchi,m,11/21/20 8:22,11/21/20 8:22
311,Haefliger,Lars,SUI,,,97424,,2 / (2),42.54,larshaefligersui,m,11/21/20 8:22,11/21/20 8:22
312,Shirakawa,Mafuyu,JPN,,,81765,9300775,1 / (1),42.23,mafuyushirakawajpn,m,11/21/20 8:22,11/21/20 8:22
313,Traasdahl Fornes,Anders,NOR,,,100518,,1 / (1),42.23,anderstraasdahl fornesnor,m,11/21/20 8:22,11/21/20 8:22
314,Figueras,Santiago,ARG,,,92338,9030141,2 / (2),42.04,santiagofiguerasarg,m,11/21/20 8:22,11/21/20 8:22
315,Moller,Justo,ARG,,,92968,9030140,2 / (2),41.81,justomollerarg,m,11/21/20 8:22,11/21/20 8:22
316,Bastiaansen,Erik,NED,22,2/23/98 0:00,86114,9400045,1 / (1),41.47,erikbastiaansenned,m,11/21/20 8:22,11/21/20 8:22
317,Nieto,Leo,FRA,,,92078,9190434,1 / (1),41.42,leonietofra,m,11/21/20 8:22,11/21/20 8:22
318,Ferry,Lucas,USA,,,85132,9531505,1 / (1),41.25,lucasferryusa,m,11/21/20 8:22,11/21/20 8:22
319,Christensson,Conner,CAN,18,10/22/02 0:00,96177,9101053,2 / (2),40.76,connerchristenssoncan,m,11/21/20 8:22,11/21/20 8:22
320,Mikalsen Ostby,Simon,NOR,,,97886,,2 / (2),40.09,simonmikalsen ostbynor,m,11/21/20 8:22,11/21/20 8:22
321,Comeau,Lucas,CAN,18,8/12/02 0:00,91459,9100941,2 / (2),39.99,lucascomeaucan,m,11/21/20 8:22,11/21/20 8:22
322,Kim,Taewook,KOR,,,99345,,3 / (3),39.65,taewookkimkor,m,11/21/20 8:22,11/21/20 8:22
323,Williams,Max,USA,,,94556,9531317,1 / (1),39.6,maxwilliamsusa,m,11/21/20 8:22,11/21/20 8:22
324,Negishi,Ukyo,JPN,,,96737,9300972,1 / (1),39.57,ukyonegishijpn,m,11/21/20 8:22,11/21/20 8:22
325,Finnsson,Kolbeinn Thor,ISL,,,97461,9250014,2 / (2),39.54,kolbeinn thorfinnssonisl,m,11/21/20 8:22,11/21/20 8:22
326,Krauskopf,Tosh,CAN,15,1/16/05 0:00,91393,,3 / (3),39.23,toshkrauskopfcan,m,11/21/20 8:22,11/21/20 8:22
327,Krogt  Van Der,Mitchell,NED,,,100224,,1 / (1),39.18,mitchellkrogt  van derned,m,11/21/20 8:22,11/21/20 8:22
328,Kalinin,Kirill,RUS,,,100064,,1 / (1),39.01,kirillkalininrus,m,11/21/20 8:22,11/21/20 8:22
329,Zisko,Affan,BIH,,,93160,9710009,2 / (2),38.42,affanziskobih,m,11/21/20 8:22,11/21/20 8:22
330,Buraud,Jules,FRA,,,97374,9190516,1 / (1),38.17,julesburaudfra,m,11/21/20 8:22,11/21/20 8:22
331,Poulin,Patrice,CAN,20,12/12/99 0:00,92947,9100986,1 / (1),37.8,patricepoulincan,m,11/21/20 8:22,11/21/20 8:22
332,Tokarczyk,Piotr,POL,29,7/11/91 0:00,78786,9430115,1 / (1),37.53,piotrtokarczykpol,m,11/21/20 8:22,11/21/20 8:22
333,Kaku,Yusei,JPN,,,98221,9300925,1 / (1),37.1,yuseikakujpn,m,11/21/20 8:22,11/21/20 8:22
334,Shambo,Grant,USA,,,84582,9531248,1 / (1),37.03,grantshambousa,m,11/21/20 8:22,11/21/20 8:22
335,Nicholson,Tyler,CAN,25,8/3/95 0:00,83279,9100475,1 / (1),36.97,tylernicholsoncan,m,11/21/20 8:22,11/21/20 8:22
336,Mikhalevych,Viktor,UKR,,,95814,,1 / (1),36.96,viktormikhalevychukr,m,11/21/20 8:22,11/21/20 8:22
337,Fairgrieve-Park,Kalin,CAN,20,4/5/00 0:00,91778,9100868,2 / (2),36.61,kalinfairgrieve-parkcan,m,11/21/20 8:22,11/21/20 8:22
338,Ershov,Petr,RUS,,,94835,,2 / (2),36.54,petrershovrus,m,11/21/20 8:22,11/21/20 8:22
339,Ohashi,Rikuto,JPN,18,12/5/01 0:00,95027,9300841,1 / (1),36.53,rikutoohashijpn,m,11/21/20 8:22,11/21/20 8:22
340,Karhila,Roni,FIN,,,95037,9180194,2 / (2),36.45,ronikarhilafin,m,11/21/20 8:22,11/21/20 8:22
341,Castro,Jaime,ESP,,,94513,9490217,1 / (1),36.4,jaimecastroesp,m,11/21/20 8:22,11/21/20 8:22
341,Cachat,Juan,FRA,20,5/9/00 0:00,91285,9190452,1 / (1),36.4,juancachatfra,m,11/21/20 8:22,11/21/20 8:22
343,Rice,Brian,USA,,,98906,,1 / (1),36.32,brianriceusa,m,11/21/20 8:22,11/21/20 8:22
344,Forin,Guillaume,FRA,,,96343,9190486,1 / (1),35.14,guillaumeforinfra,m,11/21/20 8:22,11/21/20 8:22
345,Obata,Kaishi,JPN,,,93043,9300909,1 / (1),34.79,kaishiobatajpn,m,11/21/20 8:22,11/21/20 8:22
346,Rizzi,Giovanni,SUI,,,93567,9510445,2 / (2),34.24,giovannirizzisui,m,11/21/20 8:22,11/21/20 8:22
347,Virsunen,Juho,FIN,,,96440,,2 / (2),33.83,juhovirsunenfin,m,11/21/20 8:22,11/21/20 8:22
348,Almqvist,William,SWE,,,84585,9500159,1 / (1),33.53,williamalmqvistswe,m,11/21/20 8:22,11/21/20 8:22
349,Uporov,Ermolai,RUS,,,100241,,1 / (1),33.53,ermolaiuporovrus,m,11/21/20 8:22,11/21/20 8:22
350,Cukunde,Arturs,LAT,,,86395,1554959,1 / (1),33.33,arturscukundelat,m,11/21/20 8:22,11/21/20 8:22
350,Guseli,Valentino,AUS,15,4/1/05 0:00,88527,9040291,1 / (1),33.33,valentinoguseliaus,m,11/21/20 8:22,11/21/20 8:22
350,Smith,Truth,CAN,16,3/4/04 0:00,91327,9101123,1 / (1),33.33,truthsmithcan,m,11/21/20 8:22,11/21/20 8:22
353,Stanek,Jarek,FIN,,,97147,,1 / (1),33.13,jarekstanekfin,m,11/21/20 8:22,11/21/20 8:22
354,Brune Olsen,Anders Johannes,NOR,,,98565,,2 / (2),32.7,anders johannesbrune olsennor,m,11/21/20 8:22,11/21/20 8:22
355,Kudo,Yamato,JPN,,,91686,9300845,1 / (1),32.61,yamatokudojpn,m,11/21/20 8:22,11/21/20 8:22
356,Uzpolevicius,Domas,LTU,,,98195,,1 / (1),32.46,domasuzpoleviciusltu,m,11/21/20 8:22,11/21/20 8:22
357,Wrobel,Evan,USA,,,98929,,1 / (1),32.38,evanwrobelusa,m,11/21/20 8:22,11/21/20 8:22
358,Stojchevski,Hristijan,MKD,,,99801,,1 / (1),32.3,hristijanstojchevskimkd,m,11/21/20 8:22,11/21/20 8:22
359,Turpeinen,Tuomas,FIN,,,96431,,2 / (2),32.01,tuomasturpeinenfin,m,11/21/20 8:22,11/21/20 8:22
360,Klebe-Mcculloch,Dashiell,CAN,,,95445,9101137,2 / (2),31.66,dashiellklebe-mccullochcan,m,11/21/20 8:22,11/21/20 8:22
361,Choi,Yoonjae,KOR,,,94882,,2 / (2),31.62,yoonjaechoikor,m,11/21/20 8:22,11/21/20 8:22
362,Kweon,Leejun,KOR,23,10/24/97 0:00,86412,9320093,2 / (2),31.13,leejunkweonkor,m,11/21/20 8:22,11/21/20 8:22
363,Gao,Xuesong,CHN,,,100092,9120058,1 / (1),31.04,xuesonggaochn,m,11/21/20 8:22,11/21/20 8:22
364,Klein,Oskar,CAN,19,8/16/01 0:00,88085,9100871,2 / (2),30.44,oskarkleincan,m,11/21/20 8:22,11/21/20 8:22
365,Hendriks,Lucas,NED,,,99227,,1 / (1),30.38,lucashendriksned,m,11/21/20 8:22,11/21/20 8:22
366,Parkinson,Jesse,AUS,15,6/28/05 0:00,94288,9040298,2 / (2),30.08,jesseparkinsonaus,m,11/21/20 8:22,11/21/20 8:22
367,Palissier Roy,Enzo,FRA,,,92778,,3 / (3),29.9,enzopalissier royfra,m,11/21/20 8:22,11/21/20 8:22
368,Strolz,Timo,SUI,,,91078,9510423,2 / (2),29.52,timostrolzsui,m,11/21/20 8:22,11/21/20 8:22
369,Grigaitis,Rokas,LTU,,,100093,1783076,2 / (2),29.43,rokasgrigaitisltu,m,11/21/20 8:22,11/21/20 8:22
370,Aalto,Roni,FIN,,,96435,,1 / (1),29.35,roniaaltofin,m,11/21/20 8:22,11/21/20 8:22
371,Mawejje,Brolin,USA,,,85974,9531148,2 / (2),28.97,brolinmawejjeusa,m,11/21/20 8:22,11/21/20 8:22
372,Abe,Jinichiro,JPN,,,96863,9300854,1 / (1),28.58,jinichiroabejpn,m,11/21/20 8:22,11/21/20 8:22
373,Suikov,Maksim,RUS,,,94554,9480555,1 / (1),28.45,maksimsuikovrus,m,11/21/20 8:22,11/21/20 8:22
374,Lehner,Elias,SUI,,,95313,,1 / (1),27.94,eliaslehnersui,m,11/21/20 8:22,11/21/20 8:22
375,Haug,Thorbjorn,NOR,,,99325,,3 / (3),27.81,thorbjornhaugnor,m,11/21/20 8:22,11/21/20 8:22
376,Cantelon,Jonah,CAN,,,99402,,2 / (2),27.62,jonahcanteloncan,m,11/21/20 8:22,11/21/20 8:22
377,Garcia Knight,Carlos,NZL,23,5/6/97 0:00,87289,9410042,1 / (1),27.6,carlosgarcia knightnzl,m,11/21/20 8:22,11/21/20 8:22
378,Huuhtanen,Juhani,FIN,,,93238,,2 / (2),27.35,juhanihuuhtanenfin,m,11/21/20 8:22,11/21/20 8:22
379,Kim,Hyobin,KOR,,,99344,,3 / (3),27.3,hyobinkimkor,m,11/21/20 8:22,11/21/20 8:22
380,BAILLY SALIN,Maxime,FRA,,,91557,9190515,1 / (1),27.07,maximebailly salinfra,m,11/21/20 8:22,11/21/20 8:22
381,Petrusevics,Toms,LAT,28,7/20/92 0:00,88671,1554994,1 / (1),26.98,tomspetrusevicslat,m,11/21/20 8:22,11/21/20 8:22
382,Arnason,Tomas Orri,ISL,,,96306,9250015,1 / (1),26.78,tomas orriarnasonisl,m,11/21/20 8:22,11/21/20 8:22
383,Saijo,Kazuki,JPN,,,93680,9300807,1 / (1),26.7,kazukisaijojpn,m,11/21/20 8:22,11/21/20 8:22
384,Hauschildt,Kian Christopher,BRA,,,99305,,1 / (1),26.41,kian christopherhauschildtbra,m,11/21/20 8:22,11/21/20 8:22
385,Fitzgerald,Tj,USA,19,9/14/01 0:00,85106,9531271,1 / (1),26.37,tjfitzgeraldusa,m,11/21/20 8:22,11/21/20 8:22
386,Kauranen,Mitja,FIN,,,93243,,1 / (1),25.75,mitjakauranenfin,m,11/21/20 8:22,11/21/20 8:22
386,Lee,Hyun-Jun,KOR,,,95239,9320181,1 / (1),25.75,hyun-junleekor,m,11/21/20 8:22,11/21/20 8:22
388,Putys-Gallagher,Luke,LTU,,,100860,,1 / (1),25.34,lukeputys-gallagherltu,m,11/21/20 8:22,11/21/20 8:22
389,Tyler,Hayden,USA,,,96979,,1 / (1),25.3,haydentylerusa,m,11/21/20 8:22,11/21/20 8:22
390,Banados,Felipe,CHI,,,96190,9110026,2 / (2),25.17,felipebanadoschi,m,11/21/20 8:22,11/21/20 8:22
391,Morii,Miruki,JPN,,,95018,9300944,1 / (1),24.88,mirukimoriijpn,m,11/21/20 8:22,11/21/20 8:22
392,ROBERTSON-HAHN,Joshua,AUS,,,94284,9040292,1 / (1),24.81,joshuarobertson-hahnaus,m,11/21/20 8:22,11/21/20 8:22
393,Romani,Lucio,ARG,,,99144,9030147,2 / (2),24.8,lucioromaniarg,m,11/21/20 8:22,11/21/20 8:22
