position_hp,lastname,firstname,nationality,age,dob,WST Rider ID,fis code,number_of_results_hp,points_hp,concat_id,gender,created_at,updated_at
202,Avallone,Noah,USA,13,5/16/07 0:00,97593,,1 / (1),42.18,noahavalloneusa,m,11/21/20 8:22,11/21/20 8:22
202,ROBERTSON-HAHN,Joshua,AUS,,,94284,9040292,1 / (1),42.18,joshuarobertson-hahnaus,m,11/21/20 8:22,11/21/20 8:22
204,Partanen,Aatu,FIN,,,93237,9180192,1 / (1),42.01,aatupartanenfin,m,11/21/20 8:22,11/21/20 8:22
205,Depriest,Beckett,USA,,,99536,,2 / (2),41.84,beckettdepriestusa,m,11/21/20 8:22,11/21/20 8:22
206,Lyu,Hanzhang,CHN,,,98672,9120014,2 / (2),41.33,hanzhanglyuchn,m,11/21/20 8:22,11/21/20 8:22
207,Rodriguez,Lukas,ESP,,,97669,9490234,1 / (1),41.3,lukasrodriguezesp,m,11/21/20 8:22,11/21/20 8:22
208,Senzaki,Shota,JPN,25,3/26/95 0:00,86201,9300561,1 / (1),41.05,shotasenzakijpn,m,11/21/20 8:22,11/21/20 8:22
209,Schroeter,Gion,SUI,,,98363,,2 / (2),41.01,gionschroetersui,m,11/21/20 8:22,11/21/20 8:22
210,Murakami,Renji,JPN,,,99516,,1 / (1),40.83,renjimurakamijpn,m,11/21/20 8:22,11/21/20 8:22
211,Hoflacher,Roman,AUT,,,91826,,1 / (1),40.69,romanhoflacheraut,m,11/21/20 8:22,11/21/20 8:22
212,Sawada,Yo,JPN,,,98143,,2 / (2),40.21,yosawadajpn,m,11/21/20 8:22,11/21/20 8:22
213,Carr,Kyle,CAN,17,9/18/03 0:00,96217,9101047,2 / (2),39.87,kylecarrcan,m,11/21/20 8:22,11/21/20 8:22
214,Kuch,Tanner,USA,,,98821,,2 / (2),39.36,tannerkuchusa,m,11/21/20 8:22,11/21/20 8:22
215,Wright,Seth,USA,,,100257,,1 / (1),38.55,sethwrightusa,m,11/21/20 8:22,11/21/20 8:22
216,Matt,Landen,USA,,,98897,,2 / (2),38.48,landenmattusa,m,11/21/20 8:22,11/21/20 8:22
217,Senevisai,Cherokee,USA,,,98960,,1 / (1),38.25,cherokeesenevisaiusa,m,11/21/20 8:22,11/21/20 8:22
218,Baskakov,Ilia,RUS,,,93422,9480640,1 / (1),37.83,iliabaskakovrus,m,11/21/20 8:22,11/21/20 8:22
219,Frischhut,Lukas,AUT,,,92521,9050276,1 / (1),37.39,lukasfrischhutaut,m,11/21/20 8:22,11/21/20 8:22
220,Chen,Maxson,AUS,,,92310,9040299,1 / (1),36.44,maxsonchenaus,m,11/21/20 8:22,11/21/20 8:22
220,Okesson,Tommy,USA,,,98328,,1 / (1),36.44,tommyokessonusa,m,11/21/20 8:22,11/21/20 8:22
222,Saito,Yuto,JPN,,,96929,,2 / (2),36.08,yutosaitojpn,m,11/21/20 8:22,11/21/20 8:22
223,Fujiwara,Syuta,JPN,,,99460,,1 / (1),35.8,syutafujiwarajpn,m,11/21/20 8:22,11/21/20 8:22
224,Huber,Niklas,GER,16,4/17/04 0:00,92995,9200181,1 / (1),34.23,niklashuberger,m,11/21/20 8:22,11/21/20 8:22
225,Macht,Jackson,CAN,,,97920,,3 / (4),34.12,jacksonmachtcan,m,11/21/20 8:22,11/21/20 8:22
226,Jablonski,Max,CAN,,,97944,,2 / (2),33.9,maxjablonskican,m,11/21/20 8:22,11/21/20 8:22
227,Kim,Taewook,KOR,,,99345,,3 / (3),33.86,taewookkimkor,m,11/21/20 8:22,11/21/20 8:22
228,Sonoda,Keigo,JPN,,,97161,,1 / (1),33.4,keigosonodajpn,m,11/21/20 8:22,11/21/20 8:22
229,Haakonsen,Terje,NOR,46,10/11/74 0:00,47832,,1 / (1),33.33,terjehaakonsennor,m,11/21/20 8:22,11/21/20 8:22
229,Rehnberg,Mikko,FIN,23,4/16/97 0:00,87639,9180118,1 / (1),33.33,mikkorehnbergfin,m,11/21/20 8:22,11/21/20 8:22
231,Kautonen,Valtteri,FIN,,,93246,9180186,1 / (1),32.73,valtterikautonenfin,m,11/21/20 8:22,11/21/20 8:22
232,Burns,Henry,CAN,17,3/12/03 0:00,96253,9101131,2 / (2),32.23,henryburnscan,m,11/21/20 8:22,11/21/20 8:22
233,Girardon,Ethan,SUI,,,93060,9510446,1 / (1),31.94,ethangirardonsui,m,11/21/20 8:22,11/21/20 8:22
234,Hamilton,Mason,CAN,,,96577,9101147,3 / (3),31.49,masonhamiltoncan,m,11/21/20 8:22,11/21/20 8:22
235,Frischhut,Paul,AUT,,,95051,,1 / (1),31.2,paulfrischhutaut,m,11/21/20 8:22,11/21/20 8:22
236,Hamada,Tamon,JPN,,,99461,,1 / (1),31.17,tamonhamadajpn,m,11/21/20 8:22,11/21/20 8:22
237,Otsubo,Shojiro,JPN,,,99663,,2 / (2),30.66,shojirootsubojpn,m,11/21/20 8:22,11/21/20 8:22
238,Griesheimer,Noah,USA,,,97839,,1 / (1),29.93,noahgriesheimerusa,m,11/21/20 8:22,11/21/20 8:22
239,Ohashi,Kosuke,JPN,,,99464,,1 / (1),29.77,kosukeohashijpn,m,11/21/20 8:22,11/21/20 8:22
240,JOERGENSEN,Len Roald,NOR,28,10/26/92 0:00,75848,9420092,1 / (1),29.57,len roaldjoergensennor,m,11/21/20 8:22,11/21/20 8:22
241,Knellwolf,Andrin,SUI,,,92982,9510508,1 / (1),28.92,andrinknellwolfsui,m,11/21/20 8:22,11/21/20 8:22
242,Ostapovich,Kale,CAN,,,96219,9100978,1 / (1),28.45,kaleostapovichcan,m,11/21/20 8:22,11/21/20 8:22
243,Nunez,Jascha,AUT,,,100457,,1 / (1),28.28,jaschanunezaut,m,11/21/20 8:22,11/21/20 8:22
244,Van Meel,Guido,SUI,47,7/6/73 0:00,92415,,1 / (1),28.14,guidovan meelsui,m,11/21/20 8:22,11/21/20 8:22
245,Smith,Charlie,USA,,,96962,,2 / (2),28.13,charliesmithusa,m,11/21/20 8:22,11/21/20 8:22
246,Brennan,Eryll,USA,,,98707,,1 / (1),27.55,eryllbrennanusa,m,11/21/20 8:22,11/21/20 8:22
247,Marchesi,Luis,SUI,,,98607,,2 / (2),27.15,luismarchesisui,m,11/21/20 8:22,11/21/20 8:22
248,Yanagisawa,Riku,JPN,,,100882,,1 / (1),26.88,rikuyanagisawajpn,m,11/21/20 8:22,11/21/20 8:22
249,Kaemingh,Carter,CAN,,,99404,,3 / (4),26.54,carterkaeminghcan,m,11/21/20 8:22,11/21/20 8:22
250,Kirkevoll,Embrik,NOR,,,94742,,1 / (1),26.38,embrikkirkevollnor,m,11/21/20 8:22,11/21/20 8:22
251,Steffensen,Lasse,NOR,,,93760,,2 / (2),26.34,lassesteffensennor,m,11/21/20 8:22,11/21/20 8:22
252,Aoki,Makoto,JPN,,,90142,1232385,1 / (1),26.22,makotoaokijpn,m,11/21/20 8:22,11/21/20 8:22
253,Gron,Petter,NOR,24,8/11/96 0:00,86609,,1 / (1),26.2,pettergronnor,m,11/21/20 8:22,11/21/20 8:22
254,Ishizaki,Masaki,JPN,,,100884,,2 / (2),26.2,masakiishizakijpn,m,11/21/20 8:22,11/21/20 8:22
255,Chen,Vinson,AUS,,,92299,9040300,1 / (1),26.02,vinsonchenaus,m,11/21/20 8:22,11/21/20 8:22
256,Lotz,Peter,GER,,,98008,,1 / (1),25.45,peterlotzger,m,11/21/20 8:22,11/21/20 8:22
257,Rizzi,Giovanni,SUI,,,93567,9510445,1 / (1),25.45,giovannirizzisui,m,11/21/20 8:22,11/21/20 8:22
258,Wachter,Tieg,USA,,,97804,,1 / (1),25.43,tiegwachterusa,m,11/21/20 8:22,11/21/20 8:22
259,Ewert,Lucas,CAN,,,97953,,1 / (1),23.96,lucasewertcan,m,11/21/20 8:22,11/21/20 8:22
259,Smith,Ethan,GBR,17,6/12/03 0:00,86275,9220081,1 / (1),23.96,ethansmithgbr,m,11/21/20 8:22,11/21/20 8:22
261,Kirkhus,Oyvind,NOR,,,93529,9420164,1 / (1),23.43,oyvindkirkhusnor,m,11/21/20 8:22,11/21/20 8:22
262,Lehner,Elias,SUI,,,95313,,1 / (1),23.43,eliaslehnersui,m,11/21/20 8:22,11/21/20 8:22
263,Jossen,Tim,SUI,,,100250,,1 / (1),23.34,timjossensui,m,11/21/20 8:22,11/21/20 8:22
264,Martin,Ollie,USA,,,96980,,1 / (1),23.2,olliemartinusa,m,11/21/20 8:22,11/21/20 8:22
265,Gjerdalen,Bendik,NOR,22,1/26/98 0:00,88313,9420143,1 / (1),23.17,bendikgjerdalennor,m,11/21/20 8:22,11/21/20 8:22
266,Harrison,Tyler,CAN,,,99415,,3 / (3),23.15,tylerharrisoncan,m,11/21/20 8:22,11/21/20 8:22
267,Murakami,Siou,JPN,,,100883,,1 / (1),22.88,sioumurakamijpn,m,11/21/20 8:22,11/21/20 8:22
268,Yamazaki,Hinata,JPN,,,98144,,1 / (1),22.82,hinatayamazakijpn,m,11/21/20 8:22,11/21/20 8:22
269,Hanada,Ryoya,JPN,,,95211,,1 / (1),22.77,ryoyahanadajpn,m,11/21/20 8:22,11/21/20 8:22
270,Kamissek,Luka,GER,,,98648,,1 / (1),22.71,lukakamissekger,m,11/21/20 8:22,11/21/20 8:22
271,Borders,Chase,USA,,,97801,,2 / (2),22.68,chasebordersusa,m,11/21/20 8:22,11/21/20 8:22
272,Cattaneo,Gioele,SUI,,,93563,9510444,2 / (2),22.57,gioelecattaneosui,m,11/21/20 8:22,11/21/20 8:22
273,Steele,Sunny,AUS,17,10/14/03 0:00,96007,9040280,1 / (1),22.5,sunnysteeleaus,m,11/21/20 8:22,11/21/20 8:22
274,Furuyama,Taishi,JPN,,,100880,,2 / (2),22.32,taishifuruyamajpn,m,11/21/20 8:22,11/21/20 8:22
275,Schaatt,Sam,USA,,,99530,,2 / (2),22.19,samschaattusa,m,11/21/20 8:22,11/21/20 8:22
276,Mondani,Lucas,SUI,,,98345,,2 / (2),21.79,lucasmondanisui,m,11/21/20 8:22,11/21/20 8:22
277,Stepanov,Peresvet,RUS,,,100240,9480835,1 / (1),21.64,peresvetstepanovrus,m,11/21/20 8:22,11/21/20 8:22
278,Holland,Tyson,CAN,,,100650,,2 / (2),21.4,tysonhollandcan,m,11/21/20 8:22,11/21/20 8:22
279,Lane,Charlie,GBR,,,94806,,1 / (1),21.23,charlielanegbr,m,11/21/20 8:22,11/21/20 8:22
280,Gower,Brett,CAN,,,100652,,2 / (2),21.06,brettgowercan,m,11/21/20 8:22,11/21/20 8:22
281,Skogheim,Joachim,NOR,,,88965,,1 / (1),20.77,joachimskogheimnor,m,11/21/20 8:22,11/21/20 8:22
282,Angelillo,Dennis,SUI,,,98356,,2 / (2),20.69,dennisangelillosui,m,11/21/20 8:22,11/21/20 8:22
283,Otterstad,Marius,NOR,,,70455,1424965,1 / (1),20.41,mariusotterstadnor,m,11/21/20 8:22,11/21/20 8:22
284,Plur De La Rosa,Joao,GER,10,12/15/09 0:00,96339,,1 / (1),20.01,joaoplur de la rosager,m,11/21/20 8:22,11/21/20 8:22
285,Broadbent,Noel,SUI,,,98361,,1 / (1),19.74,noelbroadbentsui,m,11/21/20 8:22,11/21/20 8:22
286,Naito,Takehiro,JPN,,,84876,,2 / (2),19.51,takehironaitojpn,m,11/21/20 8:22,11/21/20 8:22
287,Small,Jakob,USA,,,100876,,2 / (2),19.37,jakobsmallusa,m,11/21/20 8:22,11/21/20 8:22
288,Z¸rni,Danjamin,SUI,,,98358,,1 / (1),19.07,danjaminz¸rnisui,m,11/21/20 8:22,11/21/20 8:22
288,Burri,Rafael,SUI,,,98306,,1 / (1),19.07,rafaelburrisui,m,11/21/20 8:22,11/21/20 8:22
290,Murbach,Valentin,SUI,,,98315,,1 / (1),18.88,valentinmurbachsui,m,11/21/20 8:22,11/21/20 8:22
291,Sukke,Niklas,NOR,,,99329,,1 / (1),18.34,niklassukkenor,m,11/21/20 8:22,11/21/20 8:22
292,Palmiter,Huck,USA,,,96939,,1 / (1),18.31,huckpalmiterusa,m,11/21/20 8:22,11/21/20 8:22
293,Mazet Brown,Txema,NZL,,,97597,,1 / (1),18,txemamazet brownnzl,m,11/21/20 8:22,11/21/20 8:22
294,Baumann,Moreno,SUI,,,93664,9510462,1 / (1),17.97,morenobaumannsui,m,11/21/20 8:22,11/21/20 8:22
294,Varner,Justin,USA,,,100086,,1 / (1),17.97,justinvarnerusa,m,11/21/20 8:22,11/21/20 8:22
296,Lekang,Kristian,NOR,31,8/15/89 0:00,70946,,1 / (1),17.9,kristianlekangnor,m,11/21/20 8:22,11/21/20 8:22
297,Onozato,Ryu,JPN,,,100926,,1 / (1),17.8,ryuonozatojpn,m,11/21/20 8:22,11/21/20 8:22
298,Kurstatscher,Tim,GER,,,99216,,1 / (1),17.4,timkurstatscherger,m,11/21/20 8:22,11/21/20 8:22
299,Sch¸tz,Raffael,SUI,,,94129,,1 / (1),17.33,raffaelsch¸tzsui,m,11/21/20 8:22,11/21/20 8:22
300,Rinehart,Koen,USA,,,97830,,1 / (1),17.27,koenrinehartusa,m,11/21/20 8:22,11/21/20 8:22
301,Augsburger,Jonas,SUI,,,97640,,1 / (1),17.14,jonasaugsburgersui,m,11/21/20 8:22,11/21/20 8:22
302,Cowan,Taitten,USA,,,98237,,1 / (1),17,taittencowanusa,m,11/21/20 8:22,11/21/20 8:22
303,Fomchenko,Mihail,RUS,,,91985,9480573,1 / (1),16.89,mihailfomchenkorus,m,11/21/20 8:22,11/21/20 8:22
304,Minagawa,Kazutaka,JPN,,,89559,,2 / (2),16.77,kazutakaminagawajpn,m,11/21/20 8:22,11/21/20 8:22
305,Golinczak,Jan,POL,13,6/29/07 0:00,98416,,1 / (1),16.66,jangolinczakpol,m,11/21/20 8:22,11/21/20 8:22
306,Danner,Peter,USA,,,93345,9531239,1 / (1),16.62,peterdannerusa,m,11/21/20 8:22,11/21/20 8:22
307,Hanakata,Kensuke,JPN,,,93009,9300758,2 / (2),16.58,kensukehanakatajpn,m,11/21/20 8:22,11/21/20 8:22
308,Capodiferro,Alessio,SUI,,,97624,9510464,1 / (1),16.42,alessiocapodiferrosui,m,11/21/20 8:22,11/21/20 8:22
309,Mogi,Kenta,JPN,,,89832,,2 / (2),16.29,kentamogijpn,m,11/21/20 8:22,11/21/20 8:22
310,Uchida,Yusuke,JPN,,,87973,,1 / (1),16.25,yusukeuchidajpn,m,11/21/20 8:22,11/21/20 8:22
311,Noda,Junya,JPN,,,73626,,1 / (1),16.03,junyanodajpn,m,11/21/20 8:22,11/21/20 8:22
312,Bondi,Nicolo,ITA,,,97283,,1 / (1),15.94,nicolobondiita,m,11/21/20 8:22,11/21/20 8:22
313,Buffey,William,CAN,18,7/16/02 0:00,90797,9100947,1 / (1),15.82,williambuffeycan,m,11/21/20 8:22,11/21/20 8:22
314,Pickard,Andrew,BEL,,,98309,,2 / (2),15.76,andrewpickardbel,m,11/21/20 8:22,11/21/20 8:22
315,Dibben,Jace,CAN,19,1/1/01 0:00,92677,9101142,1 / (1),15.73,jacedibbencan,m,11/21/20 8:22,11/21/20 8:22
316,Ernst,Wyatt,CAN,,,94655,9101135,1 / (1),15.7,wyatternstcan,m,11/21/20 8:22,11/21/20 8:22
317,Karhila,Roni,FIN,,,95037,9180194,1 / (1),15.62,ronikarhilafin,m,11/21/20 8:22,11/21/20 8:22
318,Dotson,Aiden,USA,,,98701,,2 / (2),15.59,aidendotsonusa,m,11/21/20 8:22,11/21/20 8:22
319,Rustad,Markus,NOR,24,9/16/96 0:00,91249,9420151,1 / (1),15.58,markusrustadnor,m,11/21/20 8:22,11/21/20 8:22
320,Yamamura,Haruta,JPN,,,100878,,1 / (1),15.58,harutayamamurajpn,m,11/21/20 8:22,11/21/20 8:22
321,Broadbent,Leon,SUI,,,98360,,1 / (1),15.34,leonbroadbentsui,m,11/21/20 8:22,11/21/20 8:22
322,Vanderland,Lucas,CAN,12,7/30/08 0:00,101035,,1 / (1),15.03,lucasvanderlandcan,m,11/21/20 8:22,11/21/20 8:22
323,Hatta,Toi,JPN,,,99515,,1 / (1),14.98,toihattajpn,m,11/21/20 8:22,11/21/20 8:22
324,Frey,Emil,GER,,,98658,,1 / (1),14.81,emilfreyger,m,11/21/20 8:22,11/21/20 8:22
325,Moreno,Valentin,ARG,,,94369,9030115,1 / (1),14.78,valentinmorenoarg,m,11/21/20 8:22,11/21/20 8:22
326,Trouskie,Nicholas,USA,,,100910,,1 / (1),14.74,nicholastrouskieusa,m,11/21/20 8:22,11/21/20 8:22
327,Schelling,Alex,SUI,,,100249,,1 / (1),14.69,alexschellingsui,m,11/21/20 8:22,11/21/20 8:22
328,Seymour,Bailey,CAN,18,7/5/02 0:00,92605,,2 / (2),14.33,baileyseymourcan,m,11/21/20 8:22,11/21/20 8:22
329,Rozas,Luis,SUI,,,91087,,1 / (1),14.3,luisrozassui,m,11/21/20 8:22,11/21/20 8:22
330,Riley,Sawyer,USA,,,100990,,1 / (1),14.15,sawyerrileyusa,m,11/21/20 8:22,11/21/20 8:22
331,Z¸rcher,Mischa,SUI,,,95803,,1 / (1),13.84,mischaz¸rchersui,m,11/21/20 8:22,11/21/20 8:22
332,Hayen,Blake,USA,,,96955,,1 / (1),13.75,blakehayenusa,m,11/21/20 8:22,11/21/20 8:22
333,Jones,Cooper,USA,,,100917,,1 / (1),13.51,cooperjonesusa,m,11/21/20 8:22,11/21/20 8:22
334,Tveiten,Sindre,NOR,22,4/5/98 0:00,92592,9420153,1 / (1),13.44,sindretveitennor,m,11/21/20 8:22,11/21/20 8:22
335,De Martin,Tommy,ITA,,,99973,,1 / (1),13.42,tommyde martinita,m,11/21/20 8:22,11/21/20 8:22
336,N'Diaye,Elash,SUI,,,100889,,1 / (1),13.36,elashn'diayesui,m,11/21/20 8:22,11/21/20 8:22
337,Fantuz,Dawson,CAN,17,7/26/03 0:00,96214,9101078,1 / (1),12.85,dawsonfantuzcan,m,11/21/20 8:22,11/21/20 8:22
338,Shonk,Carter,USA,,,97805,,1 / (1),12.84,cartershonkusa,m,11/21/20 8:22,11/21/20 8:22
339,Kaku,Yusei,JPN,,,98221,9300925,1 / (1),12.77,yuseikakujpn,m,11/21/20 8:22,11/21/20 8:22
340,Oshiro,Takuya,JPN,,,74593,,1 / (1),12.72,takuyaoshirojpn,m,11/21/20 8:22,11/21/20 8:22
341,Gaces,Jonas,CAN,,,99438,,1 / (1),12.68,jonasgacescan,m,11/21/20 8:22,11/21/20 8:22
342,Teixeira,Joao,BRA,,,96563,,3 / (4),12.53,joaoteixeirabra,m,11/21/20 8:22,11/21/20 8:22
343,Kanazashi,Daisuke,JPN,,,89471,,2 / (2),12.44,daisukekanazashijpn,m,11/21/20 8:22,11/21/20 8:22
344,Shmurikov,Egor,RUS,,,100242,,1 / (1),12.39,egorshmurikovrus,m,11/21/20 8:22,11/21/20 8:22
345,Illi,Konstantin,GER,,,98647,,1 / (1),12.28,konstantinilliger,m,11/21/20 8:22,11/21/20 8:22
346,McCagherty,Ethan,CAN,,,97947,,1 / (1),12.15,ethanmccaghertycan,m,11/21/20 8:22,11/21/20 8:22
347,Tessand,Jakob,NOR,,,96483,,1 / (1),12.15,jakobtessandnor,m,11/21/20 8:22,11/21/20 8:22
348,Polatty,Brenner,USA,,,97812,,1 / (1),11.98,brennerpolattyusa,m,11/21/20 8:22,11/21/20 8:22
349,Iwasawa,Ryoichi,JPN,,,96713,,1 / (1),11.97,ryoichiiwasawajpn,m,11/21/20 8:22,11/21/20 8:22
350,Jˆrg,Matti,SUI,,,98359,,1 / (1),11.95,mattijˆrgsui,m,11/21/20 8:22,11/21/20 8:22
351,Li,Muyang,CHN,,,99722,9120041,1 / (1),11.79,muyanglichn,m,11/21/20 8:22,11/21/20 8:22
351,Peterson-Zopf,Dylan,USA,,,97758,9531474,1 / (1),11.79,dylanpeterson-zopfusa,m,11/21/20 8:22,11/21/20 8:22
351,Lotorto,Alessandro Marco,SUI,,,86573,9510474,1 / (1),11.79,alessandro marcolotortosui,m,11/21/20 8:22,11/21/20 8:22
354,Melliger,Zoel Iago,SUI,,,98362,,1 / (1),11.62,zoel iagomelligersui,m,11/21/20 8:22,11/21/20 8:22
355,Grimsrud,Per Iver,NOR,37,9/21/83 0:00,29022,,1 / (1),11.44,per ivergrimsrudnor,m,11/21/20 8:22,11/21/20 8:22
356,Perroud,Timothy,SUI,,,96445,9510442,1 / (1),11.38,timothyperroudsui,m,11/21/20 8:22,11/21/20 8:22
357,Isaacs,Rogan,USA,,,99534,,1 / (1),11.18,roganisaacsusa,m,11/21/20 8:22,11/21/20 8:22
358,Staib,Remy,SUI,,,98343,,1 / (1),11,remystaibsui,m,11/21/20 8:22,11/21/20 8:22
359,Gillis,Daniel,CAN,,,99405,,2 / (2),10.84,danielgilliscan,m,11/21/20 8:22,11/21/20 8:22
360,Spence,MacKay,CAN,,,96584,9101127,1 / (1),10.77,mackayspencecan,m,11/21/20 8:22,11/21/20 8:22
361,Takahashi,Akira,JPN,,,74557,1187862,1 / (1),10.77,akiratakahashijpn,m,11/21/20 8:22,11/21/20 8:22
362,Koeppe,Shane,USA,,,98964,,1 / (1),10.76,shanekoeppeusa,m,11/21/20 8:22,11/21/20 8:22
363,Poltera,Reto,SUI,,,100636,,1 / (1),10.75,retopolterasui,m,11/21/20 8:22,11/21/20 8:22
364,Diener,Arvian,SUI,,,99778,,1 / (1),10.71,arviandienersui,m,11/21/20 8:22,11/21/20 8:22
364,Balmer,Dia,SUI,,,98338,,1 / (1),10.71,diabalmersui,m,11/21/20 8:22,11/21/20 8:22
366,Hagen,Haavard,NOR,,,94620,,1 / (1),10.36,haavardhagennor,m,11/21/20 8:22,11/21/20 8:22
367,Hennger,Dexter,CAN,,,100651,,1 / (1),10.29,dexterhenngercan,m,11/21/20 8:22,11/21/20 8:22
368,Tsujii,Yoshihide,JPN,,,98145,,1 / (1),10.17,yoshihidetsujiijpn,m,11/21/20 8:22,11/21/20 8:22
369,Fischer,Cedric,SUI,,,98348,,1 / (1),10.14,cedricfischersui,m,11/21/20 8:22,11/21/20 8:22
370,McDonald,Jason,USA,,,97815,,1 / (1),9.93,jasonmcdonaldusa,m,11/21/20 8:22,11/21/20 8:22
371,Murakami,Shio,JPN,,,101019,,1 / (1),9.87,shiomurakamijpn,m,11/21/20 8:22,11/21/20 8:22
372,Haberzettl,Jasper,GER,,,99968,,1 / (1),9.86,jasperhaberzettlger,m,11/21/20 8:22,11/21/20 8:22
373,Mueller,Florian,GER,,,99289,,1 / (1),9.77,florianmuellerger,m,11/21/20 8:22,11/21/20 8:22
374,Soelter,Gavin,USA,,,99535,,1 / (1),9.71,gavinsoelterusa,m,11/21/20 8:22,11/21/20 8:22
375,Knˆri,Morris,SUI,,,98333,,1 / (1),9.59,morrisknˆrisui,m,11/21/20 8:22,11/21/20 8:22
376,Nordgaard,Trym,NOR,28,5/26/92 0:00,73222,9420084,1 / (1),9.56,trymnordgaardnor,m,11/21/20 8:22,11/21/20 8:22
377,Okada,Hideyo,JPN,,,99665,,1 / (1),9.35,hideyookadajpn,m,11/21/20 8:22,11/21/20 8:22
378,P¸nter,Tom,SUI,,,98266,,1 / (1),9.32,tomp¸ntersui,m,11/21/20 8:22,11/21/20 8:22
378,Stalder,Timon,SUI,,,98354,,1 / (1),9.32,timonstaldersui,m,11/21/20 8:22,11/21/20 8:22
380,Frasca,Marco,SUI,,,96489,9510463,1 / (1),9.11,marcofrascasui,m,11/21/20 8:22,11/21/20 8:22
381,Feins,Jonny,USA,,,100904,,1 / (1),9.03,jonnyfeinsusa,m,11/21/20 8:22,11/21/20 8:22
382,Nakakubo,Rui,JPN,,,101020,,1 / (1),9.02,ruinakakubojpn,m,11/21/20 8:22,11/21/20 8:22
383,Suenami,Ryoga,JPN,,,100879,,1 / (1),8.99,ryogasuenamijpn,m,11/21/20 8:22,11/21/20 8:22
384,Downs,Jayce,CAN,18,1/20/02 0:00,99834,,1 / (1),8.8,jaycedownscan,m,11/21/20 8:22,11/21/20 8:22
385,Groterud,Magnus,NOR,,,93196,9420171,1 / (1),8.67,magnusgroterudnor,m,11/21/20 8:22,11/21/20 8:22
386,Z¸rcher,Robin,SUI,,,95801,,1 / (1),8.53,robinz¸rchersui,m,11/21/20 8:22,11/21/20 8:22
387,Voegtle,Declan,USA,,,99531,,1 / (1),8.37,declanvoegtleusa,m,11/21/20 8:22,11/21/20 8:22
388,Ineichen,Leander,SUI,12,5/28/08 0:00,98330,,1 / (1),8.27,leanderineichensui,m,11/21/20 8:22,11/21/20 8:22
388,Fischer,Patrice,SUI,,,98344,,1 / (1),8.27,patricefischersui,m,11/21/20 8:22,11/21/20 8:22
390,Grimm,Jasper,USA,,,100992,,1 / (1),8.19,jaspergrimmusa,m,11/21/20 8:22,11/21/20 8:22
391,Campbell,Senna,CAN,7,7/30/13 0:00,100647,,2 / (2),8.14,sennacampbellcan,m,11/21/20 8:22,11/21/20 8:22
392,Chemodurov,Yuriy,RUS,30,6/8/90 0:00,88146,9480461,1 / (1),8.09,yuriychemodurovrus,m,11/21/20 8:22,11/21/20 8:22
393,Aalto,Roni,FIN,,,96435,,1 / (1),8.06,roniaaltofin,m,11/21/20 8:22,11/21/20 8:22
393,Casas,Orion,USA,,,100984,,1 / (1),8.06,orioncasasusa,m,11/21/20 8:22,11/21/20 8:22
395,Zurek,Kameron,USA,,,101068,,1 / (1),7.86,kameronzurekusa,m,11/21/20 8:22,11/21/20 8:22
396,Christensen,Christian,NOR,,,62936,,1 / (1),7.79,christianchristensennor,m,11/21/20 8:22,11/21/20 8:22
397,Hitz,Nando,SUI,,,98268,,1 / (1),7.75,nandohitzsui,m,11/21/20 8:22,11/21/20 8:22
397,Golland,Carlo Caetano,SUI,,,98351,,1 / (1),7.75,carlo caetanogollandsui,m,11/21/20 8:22,11/21/20 8:22
399,Brunner,Pawel,SUI,,,99776,,1 / (1),7.75,pawelbrunnersui,m,11/21/20 8:22,11/21/20 8:22
400,Welch,Bryce,USA,,,100905,,1 / (1),7.73,brycewelchusa,m,11/21/20 8:22,11/21/20 8:22
401,Hietikko,Jere,FIN,,,93960,,1 / (1),7.66,jerehietikkofin,m,11/21/20 8:22,11/21/20 8:22
402,Kashimura,Kazushige,JPN,,,91509,,2 / (2),7.58,kazushigekashimurajpn,m,11/21/20 8:22,11/21/20 8:22
403,Campbell,Cobi,CAN,,,98465,,1 / (1),7.32,cobicampbellcan,m,11/21/20 8:22,11/21/20 8:22
404,Shonk,Cooper,USA,,,97809,,1 / (1),7.32,coopershonkusa,m,11/21/20 8:22,11/21/20 8:22
405,Ganserer,Lenz,GER,,,98287,,1 / (1),7.29,lenzgansererger,m,11/21/20 8:22,11/21/20 8:22
406,Sekiguchi,Masahiro,JPN,,,93134,,2 / (2),7.28,masahirosekiguchijpn,m,11/21/20 8:22,11/21/20 8:22
407,M¸ller,Max,SUI,,,99989,,1 / (1),7.24,maxm¸llersui,m,11/21/20 8:22,11/21/20 8:22
408,Damiano,Boomer,USA,,,100906,,1 / (1),7.12,boomerdamianousa,m,11/21/20 8:22,11/21/20 8:22
409,Vik,Sebastian,NOR,,,93197,9420165,1 / (1),7.08,sebastianviknor,m,11/21/20 8:22,11/21/20 8:22
410,Alberti,Maxime,SUI,,,100637,,1 / (1),7,maximealbertisui,m,11/21/20 8:22,11/21/20 8:22
411,Imper,Dea Manel,SUI,,,98350,,1 / (1),6.74,dea manelimpersui,m,11/21/20 8:22,11/21/20 8:22
411,Ruckstuhl,Noa,SUI,,,98596,,1 / (1),6.74,noaruckstuhlsui,m,11/21/20 8:22,11/21/20 8:22
411,Meier,Felix,SUI,,,94120,,1 / (1),6.74,felixmeiersui,m,11/21/20 8:22,11/21/20 8:22
