position,lastname,firstname,nationality,age,"date of birth","WST Rider ID","fis code","number of results",points
358,Hisaoka,Karin,JPN,,,101025,,"2 / (2)",31.47
359,Jovanovic,Jana,SRB,,,101013,,"3 / (3)",31.37
360,Edwinsdottir,Vildis,ISL,,,97463,1259944,"3 / (3)",30.78
361,Nymoen,Ingvild,NOR,,,88934,9425050,"1 / (1)",30.48
362,Honda,Nanami,JPN,,,100766,,"3 / (3)",30.33
363,Handa,Saara,JPN,,,95184,,"1 / (1)",29.93
364,Wyss,Merlin,SUI,,,98613,,"1 / (1)",29.86
365,Vachet,Gaia,ITA,,,92585,,"3 / (3)",29.82
366,Dhawornvej,Lily,USA,,,97785,,"1 / (1)",29.66
367,Rix,Lela,USA,,,98863,,"2 / (2)",29.52
368,Irhina,Elizaveta,RUS,,,100235,,"2 / (2)",29.15
369,Kroell,Elisa,AUT,,,97868,,"1 / (1)",28.89
370,Hyry,Eevastiina,FIN,,,100689,,"1 / (1)",28.79
371,Viererbe,Leila,GER,,,100966,,"1 / (1)",28.30
372,Ivanovaite,Patricija,LTU,,,100859,,"1 / (1)",28.14
372,Osmond,Andi,CAN,,,101090,,"1 / (1)",28.14
374,Tanaka,Kaede,JPN,,,99503,,"2 / (2)",28.07
375,Dürr,"Anna Lena",SUI,,,98616,,"1 / (1)",27.85
376,White,Kinsley,USA,,,86544,9535485,"1 / (1)",27.62
377,Poulat,Camille,FRA,,,100079,,"1 / (1)",26.88
378,Snorradottir,Sol,ISL,,,99037,,"2 / (2)",26.86
379,Bauer,Rosalie,GER,,,100795,,"1 / (1)",26.67
380,Moreau,Clara,FRA,,,97376,,"1 / (1)",26.53
381,Valkenborgh,Elle,BEL,,,101000,,"1 / (1)",26.43
382,Gordon,Paige,CAN,,,97984,,"1 / (1)",25.99
383,Demke,Lisa,SUI,,,99981,,"1 / (1)",25.93
384,Kitano,Hiroka,JPN,,,97898,9305381,"1 / (1)",25.43
385,Wolf,Tanja,AUT,,,101107,,"1 / (1)",25.09
386,Saarela,Iina,FIN,,,100690,,"1 / (1)",24.65
387,Yen-Linn,Mak,AUT,,,101097,,"1 / (1)",24.47
388,Nakashima,Risa,JPN,2,"2018-10-14 00:00:00",79015,9305321,"1 / (1)",24.38
389,Firnesz,Eva,CAN,,,97981,,"1 / (1)",24.08
390,Graf,Lynne,SUI,,,99982,,"1 / (1)",24.07
391,Langer,Caitlyn,USA,,,100657,,"2 / (2)",24.01
392,MacGeorge,Zoe,SUI,,,100248,,"1 / (1)",23.96
393,"Topp Oye","Nora Synnove",NOR,,,99332,,"2 / (2)",23.93
394,Milenkovic,Neda,SRB,,,99546,,"3 / (4)",23.73
395,Holden,Gabriella,USA,,,100252,,"3 / (3)",23.60
396,Bogart,Ashley,USA,,,98060,,"1 / (1)",23.43
397,McCarthy,Amy,CAN,,,97923,,"1 / (1)",23.34
397,Kalinovska,Tina,LAT,,,100028,,"1 / (1)",23.34
399,Picchedda,Stella,FRA,,,100080,,"1 / (1)",22.88
400,Nyvelt,Mila,AUT,,,97869,,"1 / (1)",22.58
401,Sprenger,Samira,SUI,,,98369,,"1 / (1)",22.27
402,Gabriele,Katie,USA,,,98866,,"1 / (1)",22.04
403,Maeda,Saaya,JPN,,,99647,,"1 / (1)",21.85
403,Brearley,Emma,CAN,,,93331,,"1 / (1)",21.85
405,Fedchenko,Diana,RUS,,,96422,,"1 / (1)",21.49
406,Kato,Yuki,JPN,,,95429,9305358,"1 / (1)",21.23
407,Vollelv,Frida,NOR,,,79594,,"1 / (1)",21.01
407,Hankova,Stepanka,CZE,,,99367,,"1 / (1)",21.01
407,Nordeen,"Aj - Alexandra",USA,,,101069,,"1 / (1)",21.01
410,Joenvaara,Janni,FIN,,,100691,,"1 / (1)",20.83
411,Meyer,"Binia Lia",SUI,,,99978,,"1 / (1)",20.52
412,Okada,Riri,JPN,,,95002,,"1 / (1)",20.51
413,Arakawa,Yui,JPN,,,100764,,"2 / (2)",20.38
414,Peyachew,Mia,CAN,,,96663,,"1 / (1)",19.98
415,Ootjers,Britt,NED,,,100446,,"1 / (1)",19.95
416,Bowater-Antrim,Amelia,USA,,,98722,,"2 / (2)",19.28
417,Bourdais,Marine,FRA,,,100081,,"1 / (1)",19.13
418,Klim,Mathilde,DEN,,,99236,,"1 / (1)",19.04
418,Hrychuck,Jayden,CAN,,,100580,,"1 / (1)",19.04
420,Chisholm,Mary,CAN,,,101083,,"1 / (1)",18.88
421,Lukaschek,Ida,GER,,,98608,,"1 / (1)",18.81
422,Pascuet,Elia,AND,,,100522,,"1 / (1)",18.72
423,Uzicanin,Alaia,BIH,,,100987,,"2 / (2)",18.53
423,Becirevic,Tea,BIH,,,100988,,"2 / (2)",18.53
423,Bertetic,Aurora,CRO,,,97681,,"2 / (2)",18.53
423,Kasper,Katharina,GER,,,94807,,"2 / (2)",18.53
427,Georgalli,Lucia,NZL,,,101134,,"1 / (1)",18.29
428,Markelji,Vita,AUT,,,101108,,"1 / (1)",18.19
429,Gill,Olivia,USA,,,98254,,"1 / (1)",18.00
430,Oram,Malena,USA,,,98860,,"1 / (1)",17.35
431,Aalto,Renee,FIN,,,100692,,"1 / (1)",17.30
431,Martin,"Monika Ros",ISL,,,97438,1259946,"1 / (1)",17.30
433,Kato,Manae,JPN,,,98178,9305357,"1 / (1)",17.27
434,Parkkisenniemi,Emmi,FIN,21,"1999-07-21 00:00:00",92530,9185065,"1 / (1)",17.17
435,Imper,"Niah Johanna",SUI,,,98367,,"1 / (1)",17.14
436,Loibl,Nina,GER,,,100796,,"1 / (1)",16.89
437,Trtnik,Lana,SLO,,,100506,,"1 / (1)",16.59
438,Pelchat,Amalia,CAN,,,99600,,"1 / (1)",16.58
439,Cedillo,Noa,ESP,,,100534,,"1 / (1)",16.57
440,Storgard,Sofia,CAN,,,99851,,"1 / (1)",16.16
441,Scott,Pippa,USA,,,90043,,"1 / (1)",16.11
442,Doty,Cailin,USA,,,96557,,"2 / (2)",16.03
443,Vojvodic,Marta,SRB,,,99206,,"2 / (2)",15.97
444,Leyval,Mailys,FRA,,,100082,,"1 / (1)",15.58
445,Klebeck,Kiana,AUT,,,99970,,"1 / (1)",15.50
446,"Fasola Demingue",Issa,ARG,,,100199,,"2 / (2)",15.48
447,Pollock,Margaux,USA,,,98788,,"1 / (1)",15.38
448,Nishioka,Ayuko,JPN,,,95173,,"2 / (2)",15.15
449,"Palomeque Serrao",Joaquina,ARG,,,100196,,"1 / (1)",15.12
449,Vötsch,Andrea,AUT,,,101109,,"1 / (1)",15.12
451,Boyano,Valentina,ARG,,,100198,,"2 / (2)",14.99
452,MacDonald,Kylie,CAN,,,101084,,"1 / (1)",14.69
452,Stefansdottir,"Adalheidur Dis",ISL,,,101057,,"1 / (1)",14.69
452,Malinauskaite,"Guoda Saule",LTU,,,89874,,"1 / (1)",14.69
455,Gallardo,Elisenda,AND,,,100523,,"1 / (1)",14.59
456,Vanaernam,Jessie,USA,,,100978,,"1 / (1)",14.06
457,Dadadottir,"Alis Helga",ISL,,,100168,,"1 / (1)",14.00
457,Welling,Ronja,FIN,,,97148,,"1 / (1)",14.00
459,Dzon,Antoaneta,MKD,,,101012,,"1 / (1)",14.00
460,Ranzoni,Ladina,SUI,,,99979,,"1 / (1)",13.88
461,Magrufova,Kamila,RUS,,,97496,9485331,"2 / (2)",13.72
462,Bowler,"Margaret Grace",USA,,,97790,9535581,"1 / (1)",13.51
462,Nagoshi,Misaki,JPN,,,89285,9305330,"1 / (1)",13.51
464,Rotegaard,Hedda,NOR,,,100618,,"1 / (1)",13.48
465,Gomariz,Laia,ESP,,,100535,,"1 / (1)",12.76
466,Firnesz,Eryn,CAN,,,97979,,"1 / (1)",12.58
467,Veitch,Maya,CAN,,,99380,,"1 / (1)",12.43
468,Boesl,Magdalena,GER,,,100797,,"1 / (1)",12.39
469,Bontognali,Marisol,SUI,,,98614,,"1 / (1)",12.29
470,Scotti,Clara,ARG,,,100197,,"1 / (1)",12.25
470,Perko,Sabrina,AUT,,,101126,,"1 / (1)",12.25
472,Castillo,Victoria,FRA,,,100083,,"1 / (1)",12.21
473,Kegode,Zahra-Kadi,USA,,,100912,,"1 / (1)",12.15
474,"Salinas Sanchis",Sofia,AND,,,100849,,"2 / (2)",11.91
475,Deputter,Lynn,BEL,,,99808,,"1 / (1)",11.80
476,Ozahata,Riko,JPN,,,99508,,"2 / (2)",11.73
477,Delago,Mia,GER,,,100960,,"1 / (1)",11.25
478,Oefner,Lea,AUT,,,100803,,"1 / (1)",11.24
478,Sasaki,Hiyori,JPN,,,97889,,"1 / (1)",11.24
480,Diaz,Azahara,ESP,,,100536,,"1 / (1)",11.04
481,Jarvela,Neea,FIN,,,100693,,"1 / (1)",10.91
481,Tomasdottir,"Julietta Idunn",ISL,,,100109,,"1 / (1)",10.91
483,Secord,Rachel,CAN,,,97363,,"1 / (1)",10.76
484,Helgadottir,Lif,ISL,,,99038,,"1 / (1)",10.75
484,Bugden,Ella,CAN,,,101085,,"1 / (1)",10.75
484,Abou,Lola,FRA,22,"1998-07-13 00:00:00",92086,9195175,"1 / (1)",10.75
487,Harko,Dalma,HUN,,,99972,,"1 / (1)",10.71
488,Isaacs,Annika,USA,,,100914,,"1 / (1)",10.36
489,"Pedersen Rektorli",Julie,NOR,,,100817,,"1 / (1)",10.29
489,Caslavska,Stepanka,CZE,,,100020,9155089,"1 / (1)",10.29
491,Choi,Elle,CAN,,,97962,,"2 / (2)",10.02
492,Smigel,Sophia,CAN,,,99423,,"1 / (1)",9.93
493,Vötsch,Emma,AUT,,,101127,,"1 / (1)",9.55
494,Dominguez,Maiatane,AND,,,100524,,"1 / (1)",9.43
495,Yoshidomi,Megumi,JPN,,,101026,,"1 / (1)",9.35
496,McCaffrey,Emmica,CAN,,,99352,,"1 / (1)",9.21
497,Lounis,"Lénnie Camille",SUI,,,99980,,"1 / (1)",9.15
498,Bosanac,Mia,CRO,,,101014,,"1 / (1)",9.14
499,Hensley,Kay,USA,,,99559,,"1 / (1)",9.09
500,Coulais,Louise,FRA,,,100076,,"1 / (1)",8.99
501,Matsuoka,Anju,JPN,,,98185,,"1 / (1)",8.88
502,"Van De Vlekkert",Alicia,NED,,,100836,,"1 / (1)",8.82
503,McCafferty,Brecken,USA,,,100897,,"1 / (1)",8.67
504,Buckley,Katy,USA,,,98713,9535566,"1 / (1)",8.45
505,Suzuki,Hikari,JPN,,,100829,,"1 / (1)",8.34
506,Predpelski,Hazel,USA,,,100874,,"1 / (1)",8.19
507,Polke,Maja,GER,,,100798,,"1 / (1)",8.09
508,Korhonen,Saana,FIN,,,100694,,"1 / (1)",7.99
509,Jung,Clea,FRA,,,100529,,"1 / (1)",7.91
510,Bechter,Enya,SUI,,,100948,,"1 / (1)",7.86
510,"Francesia Borai",Lisa,ITA,,,99907,,"1 / (1)",7.86
510,Meyer,Deva,AUT,,,96796,,"1 / (1)",7.86
513,Pei,Lian,CHN,,,100228,,"1 / (1)",7.66
514,Skinner,Liliana,SUI,,,99975,,"1 / (1)",7.60
515,"Van Domselaar",Wanda,ARG,,,100200,,"2 / (2)",7.45
516,Delago,Emmy,GER,,,100961,,"1 / (1)",7.39
517,Borders,Chloe,USA,,,99542,,"1 / (1)",7.08
518,Katayama,Haruka,JPN,,,96930,,"1 / (1)",7.02
519,Kettaneh,Zeina,LIB,,,100861,,"1 / (1)",7.00
519,Osmond,Sadie,CAN,,,101086,,"1 / (1)",7.00
521,Rehscgützer,Nina,AUT,,,101128,,"1 / (1)",7.00
522,Kittilae,Emmi,FIN,,,100612,,"1 / (1)",6.86
523,Inoe,Chika,JPN,,,95171,,"1 / (1)",6.50
524,Berger,Elise,CAN,,,100581,,"1 / (1)",6.10
525,Golland,Ella,SUI,,,99976,,"1 / (1)",6.07
526,Rogalski,Erin,CAN,,,97214,,"1 / (1)",6.00
527,Aure,Julia,NOR,,,100217,,"1 / (1)",5.96
528,Fontaine,Suzanne,FRA,,,100077,,"1 / (1)",5.89
529,Sun,Lianxin,CHN,,,96920,9125070,"1 / (1)",5.87
530,Vainionpaeae,Wilma,FIN,,,95741,,"1 / (1)",5.80
530,Teksle,Guro,NOR,,,100431,,"1 / (1)",5.80
532,Pilloud,Anja,USA,,,100913,,"1 / (1)",5.55
533,Krauerova,Maja,CZE,,,100806,,"2 / (2)",5.49
534,Steen-Oehme,"Celine Amalie",NOR,,,100718,,"1 / (1)",5.29
535,Raty,Pinja,FIN,,,100695,,"1 / (1)",5.21
535,Olafsdottir,Valgerdur,ISL,,,100111,,"1 / (1)",5.21
537,Guerrero,Lia,AND,,,100526,,"1 / (1)",5.08
538,Stankovikj,Ema,MKD,,,100619,,"1 / (1)",4.91
538,Nelson,Kjersten,USA,,,98728,,"1 / (1)",4.91
540,Uno,Hanoka,JPN,,,100763,,"1 / (1)",4.64
541,Kesselring,Lisa,SUI,,,98265,,"1 / (1)",4.54
542,Stephenson,Nona,USA,,,100977,,"1 / (1)",4.09
543,Flowers,Charlotte,USA,,,100720,,"1 / (1)",4.05
544,Hurter,Helena,GER,,,100799,,"1 / (1)",3.97
545,Steiner,Gretchen,AUT,,,100441,,"1 / (1)",3.89
546,Louerau,Romy,FRA,,,100530,,"1 / (1)",3.75
547,Durand,Toni,GER,,,100962,,"1 / (1)",3.65
548,Boylan,Name,CAN,,,101087,,"1 / (1)",3.43
548,Thormodsdottir,Freydis,ISL,,,101066,,"1 / (1)",3.43
548,Fakhry,Huguette,LIB,,,98197,,"1 / (1)",3.43
551,Rule,Peyton,CAN,,,99421,,"1 / (1)",3.37
552,Morton,Alexandra,USA,,,97819,,"1 / (1)",3.20
553,Sigg,"Lani Tara",SUI,,,99977,,"1 / (1)",3.02
554,Smirl,Avlyn,CAN,,,99360,,"1 / (1)",2.94
554,Rogalski,Elsie,CAN,,,97205,,"1 / (1)",2.94
556,Legrand,Maya,FRA,,,100078,,"1 / (1)",2.90
557,Polatty,Alana,USA,,,99538,,"1 / (1)",2.69
558,Lamer,Kennedy,USA,,,100875,,"1 / (1)",2.65
559,Hamalainen,Aada,FIN,,,100696,,"1 / (1)",2.55
559,Brynjarsdottir,"Karen Lif",ISL,,,100116,,"1 / (1)",2.55
559,"Stocchetti Najda",Juana,ARG,,,100209,,"1 / (1)",2.55
562,Wallet,Ella,FRA,,,100527,,"1 / (1)",2.46
563,Yokoyama,Yuna,JPN,,,101027,,"1 / (1)",2.25
565,Hlynsdottir,"Birna Ida",ISL,,,100447,,"1 / (1)",1.95
566,Nomura,Akari,JPN,,,100765,,"1 / (1)",1.53
567,Büchi,Nina,SUI,,,98617,,"1 / (1)",1.51
568,Cajelot,Romane,FRA,,,100528,,"1 / (1)",1.22
